dyad_season_year,dyad_ID,ID1,ID2,PackID,Species1,species2,coyote,wolf,GW,EW,RW,Mixed,SA,season,season2,den,rend,winter,Cohesion,LoCoOL,KernelOL,Adult
ER_W_42_ER_W_49_winter_2018_2019,ER_W_42_ER_W_49,ER_W_42_ER_W,49,Frenchman,GW,wolf,0,1,1,0,0,0,Manitoba_E_Winnipeg,winter,winter,0,0,1,0.858823529,0.925557847,0.996291967,1
ER_W_43_ER_W_47_winter_2018_2019,ER_W_43_ER_W_47,ER_W_43_ER_W,47,Happy,GW,wolf,0,1,1,0,0,0,Manitoba_E_Winnipeg,winter,winter,0,0,1,0.720512821,0.863862964,0.998002636,1
ER_W_45_ER_W_51_den_2019,ER_W_45_ER_W_51,ER_W_45_ER_W,51,Sandy,GW,wolf,0,1,1,0,0,0,Manitoba_E_Winnipeg,den,nw,1,0,0,0.434250765,0.715082908,0.925247568,1
ER_W_45_ER_W_51_rend_2019,ER_W_45_ER_W_51,ER_W_45_ER_W,51,Sandy,GW,wolf,0,1,1,0,0,0,Manitoba_E_Winnipeg,rend,nw,0,1,0,0.162790698,0.662379069,0.9682066,1
ER_W_45_ER_W_51_winter_2018_2019,ER_W_45_ER_W_51,ER_W_45_ER_W,51,Sandy,GW,wolf,0,1,1,0,0,0,Manitoba_E_Winnipeg,winter,winter,0,0,1,0.665975104,0.808645516,0.990044434,1
ER_W_48_ER_W_50_den_2019,ER_W_48_ER_W_50,ER_W_48_ER_W,50,Smoky,GW,wolf,0,1,1,0,0,0,Manitoba_E_Winnipeg,den,nw,1,0,0,0.200351494,0.672412781,0.892025403,1
ER_W_48_ER_W_50_winter_2018_2019,ER_W_48_ER_W_50,ER_W_48_ER_W,50,Smoky,GW,wolf,0,1,1,0,0,0,Manitoba_E_Winnipeg,winter,winter,0,0,1,0.448543689,0.749823728,0.965961283,1
F_08_F_12_winter_2009_2010,F_08_F_12,F_08_F,12,P01,GW,wolf,0,1,1,0,0,0,Israel_S,winter,winter,0,0,1,0.143086817,0.248944282,0.734756988,0
F23_M26_den_2010,F23_M26,F23,M26,Canneto,GW,wolf,0,1,1,0,0,0,Italy,den,nw,1,0,0,0.69858156,0.809432947,0.974557299,1
F23_M26_winter_2009_2010,F23_M26,F23,M26,Canneto,GW,wolf,0,1,1,0,0,0,Italy,winter,winter,0,0,1,0.698626438,0.781165331,0.979359525,1
GPW2013_7_GPW2013_8_winter_2013_2014,GPW2013_7_GPW2013_8,GPW2013_7_GPW2013,8,GP1,GW,wolf,0,1,1,0,0,0,Minnesota_Grand_Portage,winter,winter,0,0,1,0.291059735,0.580963058,0.914747998,1
GPW2014_8_GPW2014_9_winter_2014_2015,GPW2014_8_GPW2014_9,GPW2014_8_GPW2014,9,GP2,GW,wolf,0,1,1,0,0,0,Minnesota_Grand_Portage,winter,winter,0,0,1,0.531484222,0.827788975,0.983765506,0
GPW2018_10_GPW2018_4_winter_2018_2019,GPW2018_10_GPW2018_4,GPW2018_10_GPW2018,4,GP3,GW,wolf,0,1,1,0,0,0,Minnesota_Grand_Portage,winter,winter,0,0,1,0.58834766,0.728703812,0.97431614,1
hmw1_hmw2_winter_2009_2010,hmw1_hmw2,hmw1,hmw2,Hodzana_Mouth,GW,wolf,0,1,1,0,0,0,Alaska_YukonFlatsNWR,winter,winter,0,0,1,0.845522078,0.789217381,0.98465802,0
JSW1701_JSW1308_den_2017,JSW1701_JSW1308,JSW1701,JSW1308,Sorenson,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.141304348,0.314650846,0.897562547,1
JSW1701_JSW1308_rend_2017,JSW1701_JSW1308,JSW1701,JSW1308,Sorenson,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.2625,0.624882113,0.892236777,1
JSW1701_JSW1308_winter_2016_2017,JSW1701_JSW1308,JSW1701,JSW1308,Sorenson,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.491525424,0.624896432,0.951821831,1
JSW1701_JSW1308_winter_2017_2018,JSW1701_JSW1308,JSW1701,JSW1308,Sorenson,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.511848341,0.727893751,0.97943315,1
JSW1701_JSW1704_den_2017,JSW1701_JSW1704,JSW1701,JSW1704,Sorenson,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.14893617,0.470088647,0.921236252,1
JSW1701_JSW1704_rend_2017,JSW1701_JSW1704,JSW1701,JSW1704,Sorenson,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.298850575,0.723678789,0.948924323,1
JSW1701_JSW1704_winter_2016_2017,JSW1701_JSW1704,JSW1701,JSW1704,Sorenson,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.538888889,0.737919362,0.951197292,1
JSW1701_JSW1704_winter_2017_2018,JSW1701_JSW1704,JSW1701,JSW1704,Sorenson,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.759078831,0.944770837,0.997096094,1
JSW1703_JSW1702_den_2017,JSW1703_JSW1702,JSW1703,JSW1702,Essie Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.161641475,0.48398061,0.911067593,1
JSW1703_JSW1702_rend_2017,JSW1703_JSW1702,JSW1703,JSW1702,Essie Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.199261993,0.442090015,0.901219844,1
JSW1703_JSW1702_winter_2016_2017,JSW1703_JSW1702,JSW1703,JSW1702,Essie Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.627329193,0.858271299,0.991276819,1
JSW1704_JSW1308_rend_2017,JSW1704_JSW1308,JSW1704,JSW1308,Sorenson,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.273291925,0.646280041,0.945021001,1
JSW1704_JSW1308_winter_2016_2017,JSW1704_JSW1308,JSW1704,JSW1308,Sorenson,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.641509434,0.766152231,0.986774401,1
JSW1704_JSW1308_winter_2017_2018,JSW1704_JSW1308,JSW1704,JSW1308,Sorenson,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.323651452,0.583062092,0.967804199,1
JSW1706_JSW1705_den_2017,JSW1706_JSW1705,JSW1706,JSW1705,Independence,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.3,0.549742614,0.9015984,1
JSW1706_JSW1705_rend_2017,JSW1706_JSW1705,JSW1706,JSW1705,Independence,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.451038576,0.607037942,0.971142735,1
JSW1706_JSW1705_winter_2016_2017,JSW1706_JSW1705,JSW1706,JSW1705,Independence,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.698630137,0.874890827,0.98252464,1
JSW1706_JSW1705_winter_2017_2018,JSW1706_JSW1705,JSW1706,JSW1705,Independence,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.788908766,0.935510365,0.9993719,1
JSW1802_JSW1806_winter_2017_2018,JSW1802_JSW1806,JSW1802,JSW1806,Essie Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.495495495,0.86623675,0.970464724,1
JSW1802_JSW1807_winter_2017_2018,JSW1802_JSW1807,JSW1802,JSW1807,Essie Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.704301075,0.967969404,0.998934762,1
JSW1805_JSW1804_winter_2017_2018,JSW1805_JSW1804,JSW1805,JSW1804,Kandik,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.744363048,0.941088729,0.998958189,1
JSW1806_JSW1807_winter_2017_2018,JSW1806_JSW1807,JSW1806,JSW1807,Essie Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.627027027,0.911607349,0.98667297,1
JSW193_JSW195_winter_2003_2004,JSW193_JSW195,JSW193,JSW195,Fisher Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.40625,0.868110096,0.997568739,0
JSW193_JSW195_winter_2004_2005,JSW193_JSW195,JSW193,JSW195,Fisher Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.288461538,0.959889127,0.998961066,0
JSW201_JSW246_rend_2010,JSW201_JSW246,JSW201,JSW246,Lower Charley,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.213114754,0.811612743,0.994186777,1
JSW201_JSW246_rend_2011,JSW201_JSW246,JSW201,JSW246,Lower Charley,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.595238095,0.813822093,0.97134826,1
JSW201_JSW246_winter_2009_2010,JSW201_JSW246,JSW201,JSW246,Lower Charley,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.298701299,0.983409662,0.998990888,1
JSW201_JSW246_winter_2010_2011,JSW201_JSW246,JSW201,JSW246,Lower Charley,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.93956044,0.966311803,0.999142385,1
JSW201_JSW246_winter_2011_2012,JSW201_JSW246,JSW201,JSW246,Lower Charley,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.946808511,0.939984295,0.999806699,1
JSW214_JSW221_winter_2006_2007,JSW214_JSW221,JSW214,JSW221,Copper Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.243243243,0.977768364,0.998808104,1
JSW221_JSW236_winter_2008_2009,JSW221_JSW236,JSW221,JSW236,Copper Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.214285714,0.977179044,0.997563623,1
JSW222_JSW237_rend_2008,JSW222_JSW237,JSW222,JSW237,Step Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.144927536,0.753657755,0.969296769,1
JSW222_JSW237_winter_2008_2009,JSW222_JSW237,JSW222,JSW237,Step Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.133333333,0.917277861,0.993674733,1
JSW227_JSW258_winter_2010_2011,JSW227_JSW258,JSW227,JSW258,Edwards,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.862068966,0.996957888,0.999528916,1
JSW231_JSW226_den_2009,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.185185185,0.547796693,0.981509859,1
JSW231_JSW226_den_2010,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.433333333,0.038695838,0.531774527,1
JSW231_JSW226_den_2011,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.372093023,0.463869741,0.851652319,1
JSW231_JSW226_den_2013,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.482758621,0.184720769,0.544874372,1
JSW231_JSW226_rend_2009,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.356321839,0.868482196,0.984148271,1
JSW231_JSW226_rend_2010,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.336734694,0.755420749,0.980569291,1
JSW231_JSW226_rend_2011,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.564814815,0.849132577,0.993048577,1
JSW231_JSW226_rend_2012,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.614678899,0.813735153,0.988729545,1
JSW231_JSW226_rend_2013,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.347826087,0.354337187,0.967430848,1
JSW231_JSW226_winter_2008_2009,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.149425287,0.88896601,0.994086892,1
JSW231_JSW226_winter_2009_2010,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.294520548,0.927870613,0.997412719,1
JSW231_JSW226_winter_2010_2011,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.854651163,0.946103188,0.999641266,1
JSW231_JSW226_winter_2011_2012,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.909574468,0.951663683,0.994875395,1
JSW231_JSW226_winter_2012_2013,JSW231_JSW226,JSW231,JSW226,Lost Creek,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.902564103,0.966112732,0.999083785,1
JSW237_JSW241_den_2009,JSW237_JSW241,JSW237,JSW241,Step Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.272727273,0.388624818,0.863726845,1
JSW237_JSW241_den_2010,JSW237_JSW241,JSW237,JSW241,Step Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.5,0.501323069,0.876686739,1
JSW237_JSW241_den_2011,JSW237_JSW241,JSW237,JSW241,Step Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.638888889,0.530721046,0.9243579,1
JSW237_JSW241_rend_2009,JSW237_JSW241,JSW237,JSW241,Step Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.397260274,0.868593113,0.993016983,1
JSW237_JSW241_rend_2010,JSW237_JSW241,JSW237,JSW241,Step Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.536842105,0.72030413,0.99609275,1
JSW237_JSW241_rend_2011,JSW237_JSW241,JSW237,JSW241,Step Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.591836735,0.792419685,0.990370931,1
JSW237_JSW241_winter_2008_2009,JSW237_JSW241,JSW237,JSW241,Step Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.353846154,0.783723911,0.99702367,0
JSW237_JSW241_winter_2009_2010,JSW237_JSW241,JSW237,JSW241,Step Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.315789474,0.885939242,0.997572595,1
JSW237_JSW241_winter_2010_2011,JSW237_JSW241,JSW237,JSW241,Step Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.92972973,0.950212474,0.999619388,1
JSW237_JSW241_winter_2011_2012,JSW237_JSW241,JSW237,JSW241,Step Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.877192982,0.982831826,0.998500695,1
JSW242_JSW248_den_2010,JSW242_JSW248,JSW242,JSW248,Copper Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.333333333,0.208775335,0.9300006,1
JSW242_JSW248_rend_2010,JSW242_JSW248,JSW242,JSW248,Copper Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.438356164,0.862412324,0.996068234,1
JSW242_JSW248_winter_2009_2010,JSW242_JSW248,JSW242,JSW248,Copper Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.339285714,0.944372413,0.998368215,1
JSW242_JSW248_winter_2010_2011,JSW242_JSW248,JSW242,JSW248,Copper Mountain,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.402777778,0.920843999,0.994520242,1
JSW243_JSW259_den_2011,JSW243_JSW259,JSW243,JSW259,70 mile,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.277777778,0.267339178,0.617398493,1
JSW243_JSW259_den_2012,JSW243_JSW259,JSW243,JSW259,70 mile,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.230769231,0.319616131,0.777296824,1
JSW243_JSW259_rend_2011,JSW243_JSW259,JSW243,JSW259,70 mile,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.742268041,0.95535191,0.98984902,1
JSW243_JSW259_rend_2012,JSW243_JSW259,JSW243,JSW259,70 mile,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.56122449,0.741855247,0.961718033,1
JSW243_JSW259_winter_2010_2011,JSW243_JSW259,JSW243,JSW259,70 mile,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.914285714,0.943551451,0.999293909,1
JSW243_JSW259_winter_2011_2012,JSW243_JSW259,JSW243,JSW259,70 mile,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.832432432,0.983909423,0.997738055,1
JSW243_JSW259_winter_2012_2013,JSW243_JSW259,JSW243,JSW259,70 mile,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.834710744,0.958128593,0.999176281,1
JSW247_JSW255_den_2011,JSW247_JSW255,JSW247,JSW255,Yukon Fork,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.3,0.355431038,0.69907893,1
JSW247_JSW255_rend_2011,JSW247_JSW255,JSW247,JSW255,Yukon Fork,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.617283951,0.762811604,0.958224685,1
JSW247_JSW255_rend_2012,JSW247_JSW255,JSW247,JSW255,Yukon Fork,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.358490566,0.557202611,0.948483526,1
JSW247_JSW255_winter_2010_2011,JSW247_JSW255,JSW247,JSW255,Yukon Fork,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.699453552,0.969344134,0.998515142,0
JSW247_JSW255_winter_2011_2012,JSW247_JSW255,JSW247,JSW255,Yukon Fork,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.672043011,0.976775871,0.999203281,1
JSW251_JSW257_rend_2011,JSW251_JSW257,JSW251,JSW257,Nation River,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.356164384,0.63402454,0.950712137,0
JSW251_JSW257_winter_2010_2011,JSW251_JSW257,JSW251,JSW257,Nation River,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.842465753,0.956009078,0.999285429,0
JSW251_JSW257_winter_2011_2012,JSW251_JSW257,JSW251,JSW257,Nation River,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.807692308,0.912725237,0.984345471,0
JSW251_JSW268_winter_2011_2012,JSW251_JSW268,JSW251,JSW268,Nation River,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.968421053,0.999332144,0.999793228,0
JSW257_JSW268_winter_2011_2012,JSW257_JSW268,JSW257,JSW268,Nation River,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.944055944,0.998512309,0.999705611,1
JSW261_JSW262_winter_2010_2011,JSW261_JSW262,JSW261,JSW262,Tatonduk River,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.558823529,0.628866983,0.87369811,1
JSW264_JSW265_rend_2012,JSW264_JSW265,JSW264,JSW265,Snowy Peak,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.308641975,0.509440732,0.931883483,1
JSW264_JSW265_winter_2011_2012,JSW264_JSW265,JSW264,JSW265,Snowy Peak,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.875,0.971887263,0.997372393,1
JSW264_JSW265_winter_2012_2013,JSW264_JSW265,JSW264,JSW265,Snowy Peak,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.84180791,0.955395805,0.99868676,1
JSW264_JSW266_rend_2012,JSW264_JSW266,JSW264,JSW266,Snowy Peak,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.569230769,0.756307387,0.987289339,1
JSW264_JSW266_winter_2011_2012,JSW264_JSW266,JSW264,JSW266,Snowy Peak,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.75,0.796851897,0.923589679,1
JSW264_JSW266_winter_2012_2013,JSW264_JSW266,JSW264,JSW266,Snowy Peak,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.882882883,0.914572599,0.999687758,1
JSW265_JSW266_rend_2012,JSW265_JSW266,JSW265,JSW266,Snowy Peak,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.4,0.5397028,0.90754959,1
JSW265_JSW266_winter_2012_2013,JSW265_JSW266,JSW265,JSW266,Snowy Peak,GW,wolf,0,1,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.833333333,0.9440837,0.999640915,1
K005_K009_winter_2000_2001,K005_K009,K005,K009,Cutbank,GW,wolf,0,1,1,0,0,0,Alberta_W_above,winter,winter,0,0,1,0.654012079,0.864292986,0.995510432,1
K019_K021_winter_2000_2001,K019_K021,K019,K021,Cutbank,GW,wolf,0,1,1,0,0,0,Alberta_W_above,winter,winter,0,0,1,0.821782178,0.905001257,0.992631547,0
KH1_KH3_den_2009,KH1_KH3,KH1,KH3,Gold,EW,wolf,0,1,0,1,0,0,Ontario_Algonquin_Kawartha,den,nw,1,0,0,0.386463311,0.647504124,0.935985218,1
KH1_KH3_rend_2009,KH1_KH3,KH1,KH3,Gold,EW,wolf,0,1,0,1,0,0,Ontario_Algonquin_Kawartha,rend,nw,0,1,0,0.224846748,0.579095039,0.88646618,1
KH1_KH3_winter_2008_2009,KH1_KH3,KH1,KH3,Gold,EW,wolf,0,1,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.708253269,0.843303665,0.994868609,1
KH1_KH3_winter_2009_2010,KH1_KH3,KH1,KH3,Gold,EW,wolf,0,1,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.549623929,0.910579517,0.99183791,1
L03_L10_den_2005,L03_L10,L03,L10,malbaie,GW,wolf,0,1,1,0,0,0,Quebec,den,nw,1,0,0,0.733627667,0.842108991,0.953231895,1
L03_L10_rend_2005,L03_L10,L03,L10,malbaie,GW,wolf,0,1,1,0,0,0,Quebec,rend,nw,0,1,0,0.39211391,0.538820862,0.896990938,1
L03_L10_winter_2004_2005,L03_L10,L03,L10,malbaie,GW,wolf,0,1,1,0,0,0,Quebec,winter,winter,0,0,1,0.871602624,0.948067552,0.997713333,1
L11_L14_den_2005,L11_L14,L11,L14,grands jardins,GW,wolf,0,1,1,0,0,0,Quebec,den,nw,1,0,0,0.471910112,0.549469257,0.937604058,1
L11_L14_rend_2005,L11_L14,L11,L14,grands jardins,GW,wolf,0,1,1,0,0,0,Quebec,rend,nw,0,1,0,0.540225094,0.676894863,0.983545447,1
L11_L14_winter_2004_2005,L11_L14,L11,L14,grands jardins,GW,wolf,0,1,1,0,0,0,Quebec,winter,winter,0,0,1,0.59772296,0.712285998,0.994009428,1
L11_L14_winter_2005_2006,L11_L14,L11,L14,grands jardins,GW,wolf,0,1,1,0,0,0,Quebec,winter,winter,0,0,1,0.675257732,0.731064679,0.988636476,1
L16_L17_rend_2005,L16_L17,L16,L17,Hupe,GW,wolf,0,1,1,0,0,0,Quebec,rend,nw,0,1,0,0.760869565,0.923025938,0.999037113,0
L16_L18_winter_2005_2006,L16_L18,L16,L18,Hupe,GW,wolf,0,1,1,0,0,0,Quebec,winter,winter,0,0,1,0.830729167,0.948967769,0.99849613,0
LBw1_LBw2_den_2011,LBw1_LBw2,LBw1,LBw2,LBL_pack1,GW,wolf,0,1,1,0,0,0,Spain_Santiago,den,nw,1,0,0,0.314018145,0.494403161,0.842608819,1
LBw1_LBw2_rend_2011,LBw1_LBw2,LBw1,LBw2,LBL_pack1,GW,wolf,0,1,1,0,0,0,Spain_Santiago,rend,nw,0,1,0,0.189265537,0.677969707,0.931413157,1
LBw1_LBw2_winter_2010_2011,LBw1_LBw2,LBw1,LBw2,LBL_pack1,GW,wolf,0,1,1,0,0,0,Spain_Santiago,winter,winter,0,0,1,0.252925878,0.619081043,0.959213536,0
LBw3_LBw4_winter_2010_2011,LBw3_LBw4,LBw3,LBw4,LBL_pack2,GW,wolf,0,1,1,0,0,0,Spain_E_Oviedo,winter,winter,0,0,1,0.318475452,0.412504222,0.837134913,0
LBw7_LBw8_rend_2011,LBw7_LBw8,LBw7,LBw8,LBL_pack4,GW,wolf,0,1,1,0,0,0,Spain_NW_Santiago,rend,nw,0,1,0,0.186784712,0.531473138,0.943315871,0
LBw7_LBw8_winter_2011_2012,LBw7_LBw8,LBw7,LBw8,LBL_pack4,GW,wolf,0,1,1,0,0,0,Spain_NW_Santiago,winter,winter,0,0,1,0.068175545,0.515713253,0.932498767,0
LBw9_LBw10_rend_2017,LBw9_LBw10,LBw9,LBw10,LBL_pack5,GW,wolf,0,1,1,0,0,0,Spain_W_Oviedo,rend,nw,0,1,0,0.112966601,0.484015704,0.731764063,1
LO27_LO28_winter_2014_2015,LO27_LO28,LO27,LO28,unknown1,GW,wolf,0,1,1,0,0,0,Quebec,winter,winter,0,0,1,0.627976636,0.710671684,0.978638757,NA
M_33_M_34_rend_2013,M_33_M_34,M_33_M,34,P04,GW,wolf,0,1,1,0,0,0,Israel_N,rend,nw,0,1,0,0.166016472,0.606115543,0.938386136,1
M_33_M_34_winter_2012_2013,M_33_M_34,M_33_M,34,P04,GW,wolf,0,1,1,0,0,0,Israel_N,winter,winter,0,0,1,0.277829747,0.71381705,0.967071309,0
M0109_M0110_den_2003,M0109_M0110,M0109,M0110,Grafjell,GW,wolf,0,1,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.4,0.565868132,0.941498959,1
M0109_M0110_rend_2003,M0109_M0110,M0109,M0110,Grafjell,GW,wolf,0,1,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.373401535,0.792992824,0.973604806,1
