dyad_season_year,dyad_ID,ID1,ID2,PackID,Species1,species2,coyote,wolf,GW,EW,RW,Mixed,SA,season,season2,den,rend,winter,Cohesion,LoCoOL,KernelOL,Adult
W1404_W1405_winter_2015_2016,W1404_W1405,W1404,W1405,Buckalou,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.975450144,0.997566021,0.999909276,1
W1404_W1443_winter_2015_2016,W1404_W1443,W1404,W1443,Bluestem,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.933388766,0.993966626,0.999191065,1
W1439_W1705_rend_2018,W1439_W1705,W1439,W1705,Mangas,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.822222222,0.953196368,0.995714685,0
W1440_W1442_winter_2015_2016,W1440_W1442,W1440,W1442,Marble,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.822905391,0.82548062,0.990436842,0
W1441_W1550_rend_2016,W1441_W1550,W1441,W1550,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.518394649,0.159988401,0.562167442,0
W1441_W1550_winter_2016_2017,W1441_W1550,W1441,W1550,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.690488173,0.789145562,0.962080726,0
W1441_W1680_den_2018,W1441_W1680,W1441,W1680,Saffel,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.62745098,0.824502921,0.971463243,0
W1441_W1680_rend_2018,W1441_W1680,W1441,W1680,Saffel,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.703883495,0.851628303,0.994205589,0
W1441_W1680_winter_2017_2018,W1441_W1680,W1441,W1680,Saffel,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.710674837,0.895296874,0.983430381,0
W1441_W1792_rend_2018,W1441_W1792,W1441,W1792,Saffel,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.522727273,0.482943167,0.937728289,0
W1441_W1792_winter_2018_2019,W1441_W1792,W1441,W1792,Saffel,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.551401869,0.787485291,0.975771296,0
W1453_W1685_rend_2018,W1453_W1685,W1453,W1685,Datil Mountain,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.852941176,0.868543628,0.999510759,1
W1453_W1685_winter_2018_2019,W1453_W1685,W1453,W1685,Datil Mountain,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.99,0.996473148,0.999642714,1
W1471_W1671_winter_2017_2018,W1471_W1671,W1471,W1671,Elk Horn,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.850746269,0.979399265,0.999382539,0
W1488_W1489_den_2016,W1488_W1489,W1488,W1489,Bluestem,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.586236826,0.381930579,0.90280401,1
W1489_W1563_rend_2017,W1489_W1563,W1489,W1563,Bluestem,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.520109332,0.604393984,0.863441773,0
W14-Noah_W15-Grga_winter_2006_2007,W14-Noah_W15-Grga,W14-Noah,W15-Grga,Suho,GW,wolf,0,1,1,0,0,0,Croatia_Slovenia,winter,winter,0,0,1,0.381028939,0.840121179,0.95504724,0
W1550_W1333_rend_2017,W1550_W1333,W1550,W1333,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.675,0.885921687,0.973092121,0
W1550_W1571_den_2018,W1550_W1571,W1550,W1571,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.945945946,0.967587679,0.999558998,0
W1550_W1571_rend_2018,W1550_W1571,W1550,W1571,Sierra Blanca,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.942028986,0.940854159,0.98999954,0
W1550_W1571_winter_2018_2019,W1550_W1571,W1550,W1571,Sierra Blanca,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.99,0.994504827,0.999800186,0
W1555_W1670_den_2018,W1555_W1670,W1555,W1670,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.578431373,0.668563734,0.974498523,1
W1555_W1670_rend_2018,W1555_W1670,W1555,W1670,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.537566223,0.673502748,0.969056514,1
W1555_W1670_winter_2017_2018,W1555_W1670,W1555,W1670,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.582887701,0.743041943,0.937220363,0
W1555_W1710_winter_2018_2019,W1555_W1710,W1555,W1710,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.5,0.556240981,0.892613631,0
W1555_W1721_winter_2018_2019,W1555_W1721,W1555,W1721,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.481751825,0.706134864,0.934282168,0
W1555_W1821_rend_2018,W1555_W1821,W1555,W1821,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.648351648,0.813957367,0.990199465,0
W1555_W1821_winter_2018_2019,W1555_W1821,W1555,W1821,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.79638009,0.926203167,0.995656506,0
W1556_W1555_rend_2018,W1556_W1555,W1556,W1555,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.620689655,0.515359666,0.807158675,1
W1556_W1555_winter_2017_2018,W1556_W1555,W1556,W1555,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.222222222,0.27079799,0.720279918,0
W1557_W1571_winter_2016_2017,W1557_W1571,W1557,W1571,Diamond,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.633333333,0.840032008,0.994473507,0
W1562_W1563_winter_2016_2017,W1562_W1563,W1562,W1563,Bluestem,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.5,0.723295652,0.95872864,0
W1565_W1669_winter_2017_2018,W1565_W1669,W1565,W1669,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.675324675,0.876864166,0.993127468,0
W1565_W1678_winter_2017_2018,W1565_W1678,W1565,W1678,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.785714286,0.886363041,0.98110599,0
W1567_W1441_winter_2017_2018,W1567_W1441,W1567,W1441,Saffel,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.8,0.850056175,0.987049613,1
W1567_W1680_winter_2017_2018,W1567_W1680,W1567,W1680,Saffel,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.6,0.80165606,0.95416085,0
W1570_W1571_winter_2016_2017,W1570_W1571,W1570,W1571,Diamond,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.623424505,0.861223968,0.946872392,0
W1667_W1682_winter_2017_2018,W1667_W1682,W1667,W1682,SBP,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.75862069,0.928542086,0.995211414,0
W1669_W1678_den_2018,W1669_W1678,W1669,W1678,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.303571429,0.387134301,0.956800517,0
W1669_W1678_winter_2017_2018,W1669_W1678,W1669,W1678,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.667491597,0.856000998,0.989366454,0
W1676_W1683_den_2018,W1676_W1683,W1676,W1683,Bear Wallow,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.818181818,0.956070812,0.99787328,0
W1676_W1683_winter_2017_2018,W1676_W1683,W1676,W1683,Bear Wallow,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.175438596,0.439808187,0.745404189,0
W1677_W1681_den_2018,W1677_W1681,W1677,W1681,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.539325843,0.691706307,0.959503932,0
W1677_W1681_rend_2018,W1677_W1681,W1677,W1681,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.707317073,0.82015928,0.987773403,0
W1677_W1681_winter_2017_2018,W1677_W1681,W1677,W1681,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.668831169,0.925755915,0.988468706,0
W1677_W1681_winter_2018_2019,W1677_W1681,W1677,W1681,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.835051546,0.923130785,0.99510107,0
W1680_W1792_rend_2018,W1680_W1792,W1680,W1792,Saffel,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.5,0.545651411,0.93863295,0
W1695_W1696_winter_2018_2019,W1695_W1696,W1695,W1696,Elk Horn,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.136363636,0.521983712,0.909835568,0
W1695_W1697_winter_2018_2019,W1695_W1697,W1695,W1697,Elk Horn,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.82278481,0.912304031,0.99659009,0
W1696_W1697_winter_2018_2019,W1696_W1697,W1696,W1697,Elk Horn,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.103092784,0.616783092,0.900497916,0
W1710_W1821_winter_2018_2019,W1710_W1821,W1710,W1821,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.442857143,0.497930157,0.821144538,0
W1721_W1821_winter_2018_2019,W1721_W1821,W1721,W1821,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.45029428,0.682679812,0.905158269,0
W1790_W1823_winter_2018_2019,W1790_W1823,W1790,W1823,Prime Canyon,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.705882353,0.945607619,0.996439093,0
W18-Max_W19-Rina_rend_2008,W18-Max_W19-Rina,W18-Max,W19-Rina,Risnjak,GW,wolf,0,1,1,0,0,0,Croatia_Slovenia,rend,nw,0,1,0,0.715181058,0.483096139,0.851970097,1
W18-Max_W19-Rina_winter_2008_2009,W18-Max_W19-Rina,W18-Max,W19-Rina,Risnjak,GW,wolf,0,1,1,0,0,0,Croatia_Slovenia,winter,winter,0,0,1,0.931216931,0.960876846,0.999520068,1
w201401_w201501_den_2015,w201401_w201501,w201401,w201501,Sandy Beach,GW,wolf,0,1,1,0,0,0,Alaska_PrinceOfWalesIsland,den,nw,1,0,0,0.883475298,0.902081285,0.977809894,1
w201401_w201501_rend_2015,w201401_w201501,w201401,w201501,Sandy Beach,GW,wolf,0,1,1,0,0,0,Alaska_PrinceOfWalesIsland,rend,nw,0,1,0,0.92540068,0.953580736,0.997992853,1
w201401_w201501_winter_2015_2016,w201401_w201501,w201401,w201501,Sandy Beach,GW,wolf,0,1,1,0,0,0,Alaska_PrinceOfWalesIsland,winter,winter,0,0,1,0.98467433,0.971318524,0.999767221,1
W210_W259_winter_2009_2010,W210_W259,W210,W259,Sunday,EW,wolf,0,1,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.569318801,0.743984581,0.9786006,1
W214_W224_winter_2008_2009,W214_W224,W214,W224,Potter,EW,wolf,0,1,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.523662002,0.621795034,0.871998519,1
W22758_W22762_den_2017,W22758_W22762,W22758,W22762,Chernobyl3,GW,wolf,0,1,1,0,0,0,Chernobyl,den,nw,1,0,0,0.118811881,0.457422589,0.691023152,1
W22758_W22762_rend_2017,W22758_W22762,W22758,W22762,Chernobyl3,GW,wolf,0,1,1,0,0,0,Chernobyl,rend,nw,0,1,0,0.203430172,0.677875074,0.919085127,1
W22758_W22762_winter_2016_2017,W22758_W22762,W22758,W22762,Chernobyl3,GW,wolf,0,1,1,0,0,0,Chernobyl,winter,winter,0,0,1,0.515023566,0.89737785,0.981353827,1
W22759_W22760_winter_2016_2017,W22759_W22760,W22759,W22760,Chernobyl2,GW,wolf,0,1,1,0,0,0,Chernobyl,winter,winter,0,0,1,0.20163127,0.705790386,0.86054014,1
W22759_W22761_winter_2016_2017,W22759_W22761,W22759,W22761,Chernobyl2,GW,wolf,0,1,1,0,0,0,Chernobyl,winter,winter,0,0,1,0.11390073,0.715376895,0.917838117,0
W22760_W22761_winter_2016_2017,W22760_W22761,W22760,W22761,Chernobyl2,GW,wolf,0,1,1,0,0,0,Chernobyl,winter,winter,0,0,1,0.121860824,0.700217345,0.947485202,0
w25_w27_winter_2014_2015,w25_w27,w25,w27,nesslin,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.620380739,0.905500743,0.994924824,1
w25_w37_winter_2014_2015,w25_w37,w25,w37,nesslin,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.587905935,0.858882977,0.988469128,1
w26_w27_winter_2013_2014,w26_w27,w26,w27,nesslin,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.437407224,0.802148606,0.975175213,1
W26_W28_winter_2009_2010,W26_W28,W26,W28,Wichcika,GW,wolf,0,1,1,0,0,0,British_Columbia_NE_PrinceGeorge,winter,winter,0,0,1,0.727959698,0.901037243,0.998365564,0
w27_w37_winter_2014_2015,w27_w37,w27,w37,nesslin,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.649476831,0.87431288,0.991002408,1
W27_W87_winter_2009_2010,W27_W87,W27,W87,Esnagami,GW,wolf,0,1,1,0,0,0,Ontario_N,winter,winter,0,0,1,0.54543234,0.694160047,0.950487369,1
W32251_W32262_den_2012,W32251_W32262,W32251,W32262,McLelland,GW,wolf,0,1,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.289534155,0.646768816,0.96298572,1
W32251_W32262_rend_2012,W32251_W32262,W32251,W32262,McLelland,GW,wolf,0,1,1,0,0,0,Alberta_NE,rend,nw,0,1,0,0.157067077,0.650807504,0.918513733,1
W32251_W32262_winter_2011_2012,W32251_W32262,W32251,W32262,McLelland,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.41553288,0.554442103,0.910816428,1
W32251_W32262_winter_2012_2013,W32251_W32262,W32251,W32262,McLelland,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.772609819,0.89124954,0.996126529,1
W32251_W33676_winter_2013_2014,W32251_W33676,W32251,W33676,McLelland,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.569721116,0.609671428,0.990826376,NA
W32252_W32266_den_2012,W32252_W32266,W32252,W32266,Ells,GW,wolf,0,1,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.172365387,0.292724846,0.871401614,1
W32252_W32266_rend_2012,W32252_W32266,W32252,W32266,Ells,GW,wolf,0,1,1,0,0,0,Alberta_NE,rend,nw,0,1,0,0.089737198,0.571432218,0.827302195,1
W32252_W32266_winter_2011_2012,W32252_W32266,W32252,W32266,Ells,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.299040688,0.678527792,0.89426906,1
W32252_W32266_winter_2012_2013,W32252_W32266,W32252,W32266,Ells,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.179715834,0.464375261,0.826970844,1
W32252_W33673_winter_2012_2013,W32252_W33673,W32252,W33673,Ells,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.377729879,0.446057838,0.763881206,0
W32255_W32270_den_2012,W32255_W32270,W32255,W32270,Grand Rapids,GW,wolf,0,1,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.40112339,0.630634014,0.923984568,1
W32255_W32270_rend_2012,W32255_W32270,W32255,W32270,Grand Rapids,GW,wolf,0,1,1,0,0,0,Alberta_NE,rend,nw,0,1,0,0.464444444,0.707396176,0.991788125,1
W32255_W32270_winter_2011_2012,W32255_W32270,W32255,W32270,Grand Rapids,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.718474239,0.912682949,0.997228202,1
W32255_W32270_winter_2012_2013,W32255_W32270,W32255,W32270,Grand Rapids,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.776685091,0.91864387,0.998511829,1
W32256_W32257_den_2012,W32256_W32257,W32256,W32257,North,GW,wolf,0,1,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.481051922,0.657806629,0.96063665,1
W32256_W32257_rend_2012,W32256_W32257,W32256,W32257,North,GW,wolf,0,1,1,0,0,0,Alberta_NE,rend,nw,0,1,0,0.282485876,0.528913091,0.943270689,1
W32256_W32257_winter_2011_2012,W32256_W32257,W32256,W32257,North,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.46749409,0.598903687,0.947572037,1
W32256_W32264_den_2012,W32256_W32264,W32256,W32264,North,GW,wolf,0,1,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.439564622,0.574539714,0.900631074,1
W32256_W32264_rend_2012,W32256_W32264,W32256,W32264,North,GW,wolf,0,1,1,0,0,0,Alberta_NE,rend,nw,0,1,0,0.471971398,0.793103327,0.967075484,1
W32256_W32264_winter_2011_2012,W32256_W32264,W32256,W32264,North,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.689829606,0.800966344,0.968163122,1
W32257_W32264_den_2012,W32257_W32264,W32257,W32264,North,GW,wolf,0,1,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.374411409,0.554014876,0.89911858,1
W32257_W32264_rend_2012,W32257_W32264,W32257,W32264,North,GW,wolf,0,1,1,0,0,0,Alberta_NE,rend,nw,0,1,0,0.273809524,0.482004629,0.939393635,1
W32257_W32264_winter_2011_2012,W32257_W32264,W32257,W32264,North,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.519444444,0.601219403,0.939336552,1
W32258_W32261a_winter_2011_2012,W32258_W32261a,W32258,W32261a,Steepbank,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.752775963,0.890234488,0.995660707,1
W32263a_W32260_den_2012,W32263a_W32260,W32263a,W32260,Clearwater,GW,wolf,0,1,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.169230769,0.562574773,0.798366864,1
W32263a_W32260_winter_2011_2012,W32263a_W32260,W32263a,W32260,Clearwater,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.337703963,0.625430283,0.884905589,1
W32263b_W32261b_winter_2013_2014,W32263b_W32261b,W32263b,W32261b,South Athabasca,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.713288288,0.83054619,0.980183633,NA
W32265_W32268_winter_2011_2012,W32265_W32268,W32265,W32268,Horizon,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.570738137,0.636464767,0.901272969,1
W32267_W32253_winter_2011_2012,W32267_W32253,W32267,W32253,South Athabasca,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.479498475,0.773007227,0.978476364,1
W32269_W32259_den_2012,W32269_W32259,W32269,W32259,McKay,GW,wolf,0,1,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.177253327,0.566853059,0.736770647,1
W32269_W32259_winter_2011_2012,W32269_W32259,W32269,W32259,McKay,GW,wolf,0,1,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.633587786,0.720557107,0.976774609,1
W402_W403_winter_2011_2012,W402_W403,W402,W403,Tundra1,GW,wolf,0,1,1,0,0,0,NWT_NE,winter,winter,0,0,1,0.68932241,0.954735832,0.996773856,1
W404_W405_winter_2011_2012,W404_W405,W404,W405,Tundra2,GW,wolf,0,1,1,0,0,0,NWT_NE,winter,winter,0,0,1,0.726520776,0.717057559,0.960690691,1
W407_W408_winter_2011_2012,W407_W408,W407,W408,Tundra3,GW,wolf,0,1,1,0,0,0,NWT_NE,winter,winter,0,0,1,0.728253609,0.84821779,0.997391981,1
W409_W412_winter_2011_2012,W409_W412,W409,W412,Tundra4,GW,wolf,0,1,1,0,0,0,NWT_NE,winter,winter,0,0,1,0.535083084,0.334736939,0.876016041,1
W417_W418_winter_2011_2012,W417_W418,W417,W418,Tundra5,GW,wolf,0,1,1,0,0,0,NWT_NE,winter,winter,0,0,1,0.865738439,0.89714083,0.994810978,1
W440m_W445_den_2015,W440m_W445,W440m,W445,Axel Heiberg,GW,wolf,0,1,1,0,0,0,Ellesmere,den,nw,1,0,0,0.286604361,0.574476087,0.927506837,1
W448f_W449m_rend_2017,W448f_W449m,W448f,W449m,Eureka,GW,wolf,0,1,1,0,0,0,Ellesmere,rend,nw,0,1,0,0.770546672,0.821534814,0.997913454,1
W448f_W449m_winter_2017_2018,W448f_W449m,W448f,W449m,Eureka,GW,wolf,0,1,1,0,0,0,Ellesmere,winter,winter,0,0,1,0.760635281,0.962289397,0.998723487,1
w6_w14_den_2011,w6_w14,w6,w14,maybe amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,den,nw,1,0,0,0.120675784,0.715779314,0.953729287,1
w6_w14_rend_2011,w6_w14,w6,w14,maybe amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,rend,nw,0,1,0,0.132525084,0.825721526,0.985265807,1
w6_w14_winter_2010_2011,w6_w14,w6,w14,maybe amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.16285998,0.672006625,0.984587858,1
w6_w14_winter_2011_2012,w6_w14,w6,w14,maybe amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.1541911,0.731263096,0.941607038,1
W602_W603_winter_2015_2016,W602_W603,W602,W603,Pine Point,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.504823151,0.684495619,0.855698573,1
W604_W605_den_2016,W604_W605,W604,W605,Tathlina Lake,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,den,nw,1,0,0,0.142638037,0.53975572,0.873869641,1
W604_W605_rend_2016,W604_W605,W604,W605,Tathlina Lake,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,rend,nw,0,1,0,0.22854726,0.5565186,0.863337295,1
W604_W605_winter_2015_2016,W604_W605,W604,W605,Tathlina Lake,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.744160178,0.925430994,0.997970955,0
W604_W605_winter_2016_2017,W604_W605,W604,W605,Tathlina Lake,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.752094628,0.956060693,0.998178411,1
w65_w77_winter_2003_2004,w65_w77,w65,w77,Ya Ha Tinda,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,winter,winter,0,0,1,0.421792619,0.604751284,0.927445399,0
W702_W703_den_2017,W702_W703,W702,W703,Falaise Lake,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,den,nw,1,0,0,0.275390625,0.311219315,0.782315992,1
W702_W703_winter_2016_2017,W702_W703,W702,W703,Falaise Lake,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.67544784,0.825605264,0.995575284,1
W704_W705_winter_2016_2017,W704_W705,W704,W705,Buffalo Lake,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.688311688,0.825797305,0.992304128,1
W706_W707_den_2017,W706_W707,W706,W707,Boulogne Lake,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,den,nw,1,0,0,0.125693161,0.505823453,0.864736959,1
W706_W707_rend_2017,W706_W707,W706,W707,Boulogne Lake,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,rend,nw,0,1,0,0.099510604,0.62571341,0.93811375,1
W706_W707_winter_2016_2017,W706_W707,W706,W707,Boulogne Lake,GW,wolf,0,1,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.666272189,0.386672481,0.89168825,1
w7248_w7264_rend_2017,w7248_w7264,w7248,w7264,PikeB,GW,wolf,0,1,1,0,0,0,Minnesota_N_central,rend,nw,0,1,0,0.327868852,0.51244706,0.922804986,1
w7248_w7264_winter_2017_2018,w7248_w7264,w7248,w7264,PikeB,GW,wolf,0,1,1,0,0,0,Minnesota_N_central,winter,winter,0,0,1,0.74796748,0.906475175,0.993794367,1
w77_w80_den_2004,w77_w80,w77,w80,Ya Ha Tinda,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,den,nw,1,0,0,0.13800738,0.606688145,0.910944274,0
w77_w80_rend_2004,w77_w80,w77,w80,Ya Ha Tinda,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,rend,nw,0,1,0,0.261244019,0.678388871,0.972851841,0
w77_w80_winter_2003_2004,w77_w80,w77,w80,Ya Ha Tinda,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,winter,winter,0,0,1,0.381630013,0.866312508,0.988970335,0
w77_w86_rend_2004,w77_w86,w77,w86,Ya Ha Tinda,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,rend,nw,0,1,0,0.385986733,0.801587973,0.988575212,0
w80_w86_rend_2004,w80_w86,w80,w86,Ya Ha Tinda,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,rend,nw,0,1,0,0.286555447,0.738523801,0.968150198,0
w81_w82_den_2004,w81_w82,w81,w82,Red Deer,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,den,nw,1,0,0,0.124484749,0.402258697,0.860334997,0
w81_w82_rend_2004,w81_w82,w81,w82,Red Deer,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,rend,nw,0,1,0,0.222281735,0.447662342,0.946057595,0
w81_w82_winter_2003_2004,w81_w82,w81,w82,Red Deer,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,winter,winter,0,0,1,0.49937578,0.645624822,0.961535179,0
w81_w84_den_2004,w81_w84,w81,w84,Red Deer,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,den,nw,1,0,0,0.207920792,0.367848112,0.891614284,0
w81_w84_rend_2004,w81_w84,w81,w84,Red Deer,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,rend,nw,0,1,0,0.187361419,0.527153704,0.907485254,0
w82_w84_den_2004,w82_w84,w82,w84,Red Deer,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,den,nw,1,0,0,0.171680117,0.483072365,0.909288737,0
w82_w84_rend_2004,w82_w84,w82,w84,Red Deer,GW,wolf,0,1,1,0,0,0,Alberta_W_YaHaTinda,rend,nw,0,1,0,0.166575642,0.37785218,0.892770458,0
