dyad_season_year,dyad_ID,PackID,Species1,Species2,GW,EW,RW,Mixed,SA,season,season2,den,rend,winter,Cohesion,Adult,Exploit,LargePred,Prey,Beaver,PackSize,Human,PCV,Long,Lat
W1333_W1677_den_2018,W1333_W1677,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.450549451,0,0,1,1,0,6,0.0384622,2.568330179,-109.3235559,33.93323258
W1333_W1681_den_2018,W1333_W1681,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.540229885,0,0,1,1,0,6,0.037939418,2.568645837,-109.3205168,33.93236719
W1550_W1571_den_2018,W1550_W1571,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.945945946,0,0,1,1,0,6,0.047669773,2.596834101,-109.2256232,33.88322523
ER_W_42_ER_W_49_winter_2018_2019,ER_W_42_ER_W_49,Frenchman,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,winter,winter,0,0,1,0.858823529,1,1,1,1,1,6,0.001945172,2.282565887,-95.54098395,50.71902851
w140004_w140009_winter_2015_2016,w140004_w140009,Brabant,GW,wolf,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.798091764,1,0,1,0,1,6,0.000545758,2.142878406,-104.1174649,56.04837202
w140004_w140009_winter_2013_2014,w140004_w140009,Brabant,GW,wolf,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.644128114,1,0,1,0,1,6,2.05E-05,2.20519241,-103.885467,55.912002
w140020_w140021_winter_2014_2015,w140020_w140021,Geikie,GW,wolf,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.880434783,1,0,1,0,1,6,0,2.931134794,-104.5496221,57.26760733
w140004_w140009_den_2014,w140004_w140009,Brabant,GW,wolf,1,0,0,0,Sasketchewan_N,den,nw,1,0,0,0.235555556,1,0,1,0,1,6,7.60E-05,2.092268519,-103.9105063,55.92067786
W14-Noah_W15-Grga_winter_2006_2007,W14-Noah_W15-Grga,Suho,GW,wolf,1,0,0,0,Croatia_Slovenia,winter,winter,0,0,1,0.381028939,0,0,1,1,0,6,0.230066676,1.939005493,14.45571527,45.47904141
W704_W705_winter_2016_2017,W704_W705,Buffalo Lake,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.688311688,1,1,1,0,1,6,5.28E-05,2.07213639,-115.4356302,60.4398879
W409_W412_winter_2011_2012,W409_W412,Tundra4,GW,wolf,1,0,0,0,NWT_NE,winter,winter,0,0,1,0.535083084,1,0,0,0,1,6,0.003070226,2.079574588,-112.2278448,64.74245273
W32257_W32264_winter_2011_2012,W32257_W32264,North,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.519444444,1,0,1,1,1,6,0.060355843,2.035302666,-111.8156644,57.4875627
W32256_W32264_winter_2011_2012,W32256_W32264,North,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.689829606,1,0,1,1,1,6,0.067488507,2.044868859,-111.8145198,57.48203945
W32256_W32257_winter_2011_2012,W32256_W32257,North,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.46749409,1,0,1,1,1,6,0.069967605,2.054215393,-111.8085205,57.48620214
W32251_W32262_winter_2011_2012,W32251_W32262,McLelland,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.41553288,1,0,1,1,1,6,0.374980351,2.140634695,-111.5438453,57.37020441
W32255_W32270_winter_2012_2013,W32255_W32270,Grand Rapids,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.776685091,1,0,1,1,1,6,0.001298938,2.199215229,-111.9397918,56.57773218
W32255_W32270_winter_2011_2012,W32255_W32270,Grand Rapids,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.718474239,1,0,1,1,1,6,0.000418509,2.248772983,-112.0090809,56.61982576
W32251_W32262_winter_2012_2013,W32251_W32262,McLelland,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.772609819,1,0,1,1,1,6,0.361344678,2.31664061,-111.5600157,57.38449916
W32257_W32264_rend_2012,W32257_W32264,North,GW,wolf,1,0,0,0,Alberta_NE,rend,nw,0,1,0,0.273809524,1,0,1,1,1,6,0.040276783,1.911556393,-111.8367458,57.48729272
W32256_W32257_rend_2012,W32256_W32257,North,GW,wolf,1,0,0,0,Alberta_NE,rend,nw,0,1,0,0.282485876,1,0,1,1,1,6,0.027807305,1.915072437,-111.8316696,57.49748195
W32256_W32264_den_2012,W32256_W32264,North,GW,wolf,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.439564622,1,0,1,1,1,6,0.068061466,1.945762367,-111.8197589,57.48327528
W32256_W32257_den_2012,W32256_W32257,North,GW,wolf,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.481051922,1,0,1,1,1,6,0.058934706,1.946196475,-111.824232,57.48307533
W32257_W32264_den_2012,W32257_W32264,North,GW,wolf,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.374411409,1,0,1,1,1,6,0.072045978,1.947831653,-111.8201527,57.48346276
W32251_W32262_den_2012,W32251_W32262,McLelland,GW,wolf,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.289534155,1,0,1,1,1,6,0.266060592,2.078715118,-111.4919552,57.3993385
W32256_W32264_rend_2012,W32256_W32264,North,GW,wolf,1,0,0,0,Alberta_NE,rend,nw,0,1,0,0.471971398,1,0,1,1,1,6,0.069824122,2.108962381,-111.8266217,57.48321487
W32255_W32270_den_2012,W32255_W32270,Grand Rapids,GW,wolf,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.40112339,1,0,1,1,1,6,0.002512849,2.170302357,-112.043419,56.6459382
W32255_W32270_rend_2012,W32255_W32270,Grand Rapids,GW,wolf,1,0,0,0,Alberta_NE,rend,nw,0,1,0,0.464444444,1,0,1,1,1,6,0.033498399,2.373833437,-112.0305712,56.68222285
W32251_W32262_rend_2012,W32251_W32262,McLelland,GW,wolf,1,0,0,0,Alberta_NE,rend,nw,0,1,0,0.157067077,1,0,1,1,1,6,0.366874629,2.586610356,-111.5361618,57.35610959
BW1404_BW1501_winter_2015_2016,BW1404_BW1501,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.961373391,1,0,1,1,1,6,0.002935919,1.852282988,-149.4858918,63.52611437
BW1504_BW1603_winter_2015_2016,BW1504_BW1603,Myrtle,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.838235294,1,0,1,1,1,6,0.000560408,1.928411338,-150.720095,63.55992792
BW1503_BW1603_winter_2015_2016,BW1503_BW1603,Myrtle,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.721518987,1,0,1,1,1,6,0.000555945,1.943644899,-150.7335983,63.56748798
BW1503_BW1504_winter_2015_2016,BW1503_BW1504,Myrtle,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.779527559,1,0,1,1,1,6,0.001037792,1.946334923,-150.7832341,63.56122636
BW1208_BW1405_winter_2014_2015,BW1208_BW1405,Iron Creek West,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.901960784,1,0,1,1,1,6,0,1.966386778,-151.5751621,63.17631056
BW1202_BW1406_winter_2014_2015,BW1202_BW1406,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.863636364,1,0,1,1,1,6,0.010293155,2.270124255,-149.092265,63.65067607
BW1501_BW1602_winter_2015_2016,BW1501_BW1602,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.833333333,0,0,1,1,1,6,0.00189729,1.801379879,-149.7001765,63.53010729
BW1404_BW1602_winter_2015_2016,BW1404_BW1602,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.83902439,0,0,1,1,1,6,0.002467212,1.829661761,-149.6361798,63.56702879
BW1404_BW1501_den_2016,BW1404_BW1501,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,den,nw,1,0,0,0.214285714,1,0,1,1,1,6,0.002381526,1.717280826,-149.7458174,63.44523464
BW1404_BW1501_rend_2016,BW1404_BW1501,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.564516129,1,0,1,1,1,6,0.002008528,1.874142879,-149.7587376,63.53187974
BW1503_BW1504_rend_2016,BW1503_BW1504,Myrtle,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.552631579,1,0,1,1,1,6,0.000981193,1.894998945,-150.7059848,63.53459084
BW1501_BW1602_rend_2016,BW1501_BW1602,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.350877193,0,0,1,1,1,6,0.002246888,1.870502054,-149.8222691,63.54021609
BW1404_BW1602_rend_2016,BW1404_BW1602,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.472340426,0,0,1,1,1,6,0.002036805,1.872367472,-149.8042474,63.55425825
W214_W224_winter_2008_2009,W214_W224,Potter,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.523662002,1,0,1,1,1,6,0.008764363,1.539460317,-78.80717716,45.59699684
WO106_WO107_rend_2014,WO106_WO107,Deer Lake Pack,GW,wolf,1,0,0,0,Michigan_N_UP,rend,nw,0,1,0,0.203699674,0,0,1,0,1,6,0.041717412,1.794410379,-88.36454636,46.26505122
BCW26819_BCW32120_winter_2018_2019,BCW26819_BCW32120,Tagai Lake,GW,wolf,1,0,0,0,BritishColumbia_W_PrinceGeorge,winter,winter,0,0,1,0.441924078,1,0,1,1,1,6,0.026151707,1.848551874,-123.815528,53.44816394
BCW26819_BCW32120_rend_2019,BCW26819_BCW32120,Tagai Lake,GW,wolf,1,0,0,0,BritishColumbia_W_PrinceGeorge,rend,nw,0,1,0,0.4322156,1,0,1,1,1,6,0.026241631,1.738596922,-123.9266023,53.45117977
BCW26819_BCW32120_den_2019,BCW26819_BCW32120,Tagai Lake,GW,wolf,1,0,0,0,BritishColumbia_W_PrinceGeorge,den,nw,1,0,0,0.269324654,1,0,1,1,1,6,0.025416691,1.838723289,-123.8895294,53.41265725
BW1623_BW1708_winter_2016_2017,BW1623_BW1708,White Partridge,Admixed,wolf,0,0,0,1,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.733624454,1,0,1,1,1,5,0.007287955,1.959011773,-78.09351892,45.84682911
BW1623_BW1708_den_2017,BW1623_BW1708,White Partridge,,wolf,0,0,0,1,Ontario_Algonquin_Kawartha,den,nw,1,0,0,0.471014493,1,0,1,1,1,5,0.008081462,1.858776258,-78.08593151,45.82786844
W913_W21885_winter_2016_2017,W913_W21885,Ghost Lake,GW,wolf,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.882356485,1,1,1,0,1,5,0.03822678,1.889768403,-90.94246579,46.10976362
W913_W21885_rend_2016,W913_W21885,Ghost Lake,GW,wolf,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.900159936,1,1,1,0,1,5,0.0351967,1.921014525,-91.01690435,46.14027228
W995_W1004_rend_2018,W995_W1004,Log Creek,GW,wolf,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.130523453,0,1,1,0,1,5,0.043808712,2.210746393,-90.70181469,45.89819519
M0610_M0611_winter_2005_2006,M0610_M0611,Grasmark,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.725911827,1,0,0,1,1,5,0.143765635,1.721688993,12.43854485,60.29987252
M1109_M1110_winter_2010_2011,M1109_M1110,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.89010989,1,0,0,1,1,5,0.125683567,1.971520325,12.43693334,60.5190757
M1109_M1111_winter_2010_2011,M1109_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.25,0,0,0,1,1,5,0.120960704,1.946714785,12.46737243,60.51560609
M1110_M1111_winter_2010_2011,M1110_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.25,0,0,0,1,1,5,0.121020821,1.946931963,12.46676886,60.5145814
M1108_M1111_winter_2010_2011,M1108_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.13253012,0,0,0,1,1,5,0.123820549,1.969210471,12.44661385,60.52503703
M0610_M0611_rend_2006,M0610_M0611,Grasmark,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.427095496,1,0,0,1,1,5,0.126184951,1.682604689,12.50340316,60.32000511
M0610_M0611_den_2006,M0610_M0611,Grasmark,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.389812691,1,0,0,1,1,5,0.096167341,1.717563356,12.61205946,60.29254347
M1109_M1110_den_2011,M1109_M1110,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.506849315,1,0,0,1,1,5,0.113422848,1.820306933,12.48405715,60.52527023
M1110_M1111_den_2011,M1110_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.287596429,0,0,0,1,1,5,0.109086924,1.775341203,12.51590641,60.53149249
M1108_M1111_den_2011,M1108_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.352201258,0,0,0,1,1,5,0.107249545,1.803138328,12.51473416,60.53076207
M1110_M1108_den_2011,M1110_M1108,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.264069264,0,0,0,1,1,5,0.111108494,1.814103619,12.50800394,60.53934964
M1109_M1111_den_2011,M1109_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.289473684,0,0,0,1,1,5,0.112905163,1.820435538,12.50054988,60.51760611
M1109_M1108_den_2011,M1109_M1108,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.255737705,0,0,0,1,1,5,0.112595458,1.820438068,12.48501175,60.52615719
BW1743_BW1745_winter_2017_2018,BW1743_BW1745,Brule,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.148148148,0,0,1,1,1,5,0.074483622,1.724995193,-78.74296452,45.24522285
BW1721_BW1722_rend_2017,BW1721_BW1722,MacKenzie Pond,GW,wolf,1,0,0,0,Ontario_Algonquin_Kawartha,rend,nw,0,1,0,0.089108911,0,0,1,0,1,5,0.026460248,1.739694644,-77.73988169,45.71481211
W1249_W1437_winter_2015_2016,W1249_W1437,Diamond,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.97674043,1,0,1,1,0,5,0.059779806,2.211593956,-109.6107619,34.12007304
W1240_W1278_winter_2015_2016,W1240_W1278,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.977707853,1,0,1,1,0,5,0.039059599,2.224102344,-108.5894196,33.43685316
W1567_W1441_winter_2017_2018,W1567_W1441,Saffel,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.8,1,0,1,1,0,5,0.043248488,2.626293175,-109.4027766,34.00974951
W1440_W1442_winter_2015_2016,W1440_W1442,Marble,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.822905391,0,0,1,1,0,5,0.051436312,2.068183658,-109.4757733,34.06778036
W1251_W1565_winter_2016_2017,W1251_W1565,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.9375,0,0,1,1,0,5,0.034791094,2.451980125,-108.6720404,33.5837681
W1565_W1669_winter_2017_2018,W1565_W1669,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.675324675,0,0,1,1,0,5,0.036199697,2.502298653,-108.6370022,33.58422885
W1251_W1565_winter_2017_2018,W1251_W1565,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.965909091,0,0,1,1,0,5,0.036307031,2.503473231,-108.6293337,33.58537471
W1565_W1678_winter_2017_2018,W1565_W1678,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.785714286,0,0,1,1,0,5,0.036296015,2.504739258,-108.6290524,33.59521034
W1251_W1669_winter_2017_2018,W1251_W1669,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.624898187,0,0,1,1,0,5,0.036708863,2.585547587,-108.632626,33.58565421
W1669_W1678_winter_2017_2018,W1669_W1678,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.667491597,0,0,1,1,0,5,0.035766482,2.586233439,-108.6345545,33.58871429
W1251_W1678_winter_2017_2018,W1251_W1678,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.709209836,0,0,1,1,0,5,0.035369211,2.586310011,-108.6313897,33.58903104
W1567_W1680_winter_2017_2018,W1567_W1680,Saffel,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.6,0,0,1,1,0,5,0.04339872,2.634315907,-109.4035394,34.01681416
W1399_W1578_winter_2017_2018,W1399_W1578,San Mateo,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.775510204,0,0,1,1,0,5,0.037215662,2.870140309,-108.4169939,34.06751133
W1240_W1278_den_2016,W1240_W1278,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.844048262,1,0,1,1,0,5,0.04118467,2.316642696,-108.6276363,33.44257155
W1240_W1278_rend_2016,W1240_W1278,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.616666667,1,0,1,1,0,5,0.043548212,2.459950534,-108.6078129,33.43873651
W1489_W1563_rend_2017,W1489_W1563,Bluestem,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.520109332,0,0,1,1,0,5,0.042194571,2.125817482,-109.3355971,33.8267453
W1251_W1565_rend_2017,W1251_W1565,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.722186495,0,0,1,1,0,5,0.037178258,2.327691081,-108.6383395,33.58911857
W1251_W1669_den_2018,W1251_W1669,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.360245337,0,0,1,1,0,5,0.037865684,2.755476607,-108.6680838,33.55662738
W1669_W1678_den_2018,W1669_W1678,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.303571429,0,0,1,1,0,5,0.037061186,2.779952092,-108.6395372,33.5727819
W1251_W1678_den_2018,W1251_W1678,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.34900929,0,0,1,1,0,5,0.03649348,2.779952092,-108.639135,33.59216463
ER_W_43_ER_W_47_winter_2018_2019,ER_W_43_ER_W_47,Happy,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,winter,winter,0,0,1,0.720512821,1,1,1,1,1,5,0.018350423,2.371892009,-95.73551555,50.48363607
hmw1_hmw2_winter_2009_2010,hmw1_hmw2,Hodzana_Mouth,GW,wolf,1,0,0,0,Alaska_YukonFlatsNWR,winter,winter,0,0,1,0.845522078,0,0,1,1,1,5,4.63E-05,2.219577166,-148.0199349,66.63008003
W702_W703_winter_2016_2017,W702_W703,Falaise Lake,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.67544784,1,0,1,1,1,5,3.96E-05,2.267204592,-116.1965026,61.56208947
W702_W703_den_2017,W702_W703,Falaise Lake,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,den,nw,1,0,0,0.275390625,1,0,1,1,1,5,0.000123913,2.360923536,-116.2467664,61.4268975
W32263a_W32260_winter_2011_2012,W32263a_W32260,Clearwater,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.337703963,1,0,1,1,1,5,0.143654514,2.310285866,-111.1858649,56.74396215
W32263a_W32260_den_2012,W32263a_W32260,Clearwater,GW,wolf,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.169230769,1,0,1,1,1,5,0.128444471,2.211086226,-111.1464682,56.72425415
BW1702_BW1705_winter_2017_2018,BW1702_BW1705,Comb,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.842105263,0,0,1,1,1,5,0.00134551,1.779553995,-149.5618701,64.00916
BW1202_BW1406_rend_2015,BW1202_BW1406,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.598214286,1,0,1,1,1,5,0.00264605,1.919409339,-149.2162651,63.65693778
BW1202_BW1406_den_2015,BW1202_BW1406,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,den,nw,1,0,0,0.323529412,1,0,1,1,1,5,0.008272454,2.209349725,-149.1329019,63.68512169
KH1_KH3_winter_2008_2009,KH1_KH3,Gold,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.708253269,1,1,1,1,1,5,0.073454962,1.638743627,-78.28600879,44.82075365
KH1_KH3_winter_2009_2010,KH1_KH3,Gold,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.549623929,1,1,1,1,1,5,0.076327853,1.867821081,-78.27616588,44.80193473
KH1_KH3_rend_2009,KH1_KH3,Gold,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,rend,nw,0,1,0,0.224846748,1,1,1,1,1,5,0.073191011,1.759764329,-78.28323904,44.814338
KH1_KH3_den_2009,KH1_KH3,Gold,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,den,nw,1,0,0,0.386463311,1,1,1,1,1,5,0.071253534,1.768662748,-78.27888515,44.81905461
BQE1411_BQE1521_rend_2015,BQE1411_BQE1521,Pauper,Admixed,wolf,0,0,0,1,Ontario_Algonquin_Kawartha,rend,nw,0,1,0,0.270833333,1,0,1,0,1,4,0.05586123,1.684232648,-78.9582589,44.99800795
BW1623_BW1708_rend_2017,BW1623_BW1708,White Partridge,,wolf,0,0,0,1,Ontario_Algonquin_Kawartha,rend,nw,0,1,0,0.323129252,1,0,1,1,1,4,0.007278458,1.726708735,-78.0631593,45.83920287
W994_W1000_winter_2018_2019,W994_W1000,Venison Creek,GW,wolf,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.750572636,1,1,1,0,1,4,0.042781172,2.271083061,-91.05147025,45.96450803
W914_W915_winter_2015_2016,W914_W915,Wildcat Mound,GW,wolf,1,0,0,0,Wisconsin_central,winter,winter,0,0,1,0.204985599,1,1,1,0,1,4,0.094255793,2.371349282,-90.62653324,44.29393316
W948_W951_winter_2017_2018,W948_W951,Muck Lake,GW,wolf,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.530612245,0,1,1,0,1,4,0.052944466,2.059826251,-91.64267393,46.40470157
W1001_W1003_rend_2018,W1001_W1003,Thornapple River,GW,wolf,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.251760305,1,1,1,0,1,4,0.052941184,2.210296079,-90.8372693,45.82385447
W994_W1000_rend_2018,W994_W1000,Venison Creek,GW,wolf,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.139733471,1,1,1,0,1,4,0.047218491,2.274077663,-91.0698777,45.96396548
W948_W951_rend_2017,W948_W951,Muck Lake,GW,wolf,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.263157895,0,1,1,0,1,4,0.050090203,2.002746173,-91.62995796,46.40848451
W915_W916_rend_2017,W915_W916,Wildcat Mound,GW,wolf,1,0,0,0,Wisconsin_central,rend,nw,0,1,0,0.159273627,0,1,1,0,1,4,0.077781361,2.091547908,-90.55190609,44.30009492
V028_V048_rend_2016,V028_V048,Moose River,GW,wolf,1,0,0,0,Minnesota_Voyageurs,rend,nw,0,1,0,0.06741573,0,0,1,0,1,4,0.018911427,2.109235386,-92.73520232,48.3906828
BW1610_BW1710_winter_2016_2017,BW1610_BW1710,Swan,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.921225383,0,0,1,1,1,4,0.044541972,1.911073045,-78.79344506,45.40129892
BW1613_BW1615_winter_2016_2017,BW1613_BW1615,Billings,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.657309298,0,0,1,0,1,4,0.072952595,2.070123396,-78.13376597,45.1999313
BW1610_BW1710_den_2017,BW1610_BW1710,Swan,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,den,nw,1,0,0,0.454545455,1,0,1,1,1,4,0.010558161,1.879717117,-78.74884753,45.44780004
W1667_W1682_winter_2017_2018,W1667_W1682,SBP,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.75862069,0,0,1,1,0,4,0.037877589,2.334011728,-108.4536866,33.51226596
csw1_csw2_winter_2009_2010,csw1_csw2,Crazy_Slough,GW,wolf,1,0,0,0,Alaska_YukonFlatsNWR,winter,winter,0,0,1,0.820750041,0,0,1,1,1,4,4.48E-05,2.56749523,-146.5083166,66.71299112
W18-Max_W19-Rina_winter_2008_2009,W18-Max_W19-Rina,Risnjak,GW,wolf,1,0,0,0,Croatia_Slovenia,winter,winter,0,0,1,0.931216931,1,0,1,1,0,4,0.294265761,1.592763917,14.69495336,45.3884936
W18-Max_W19-Rina_rend_2008,W18-Max_W19-Rina,Risnjak,GW,wolf,1,0,0,0,Croatia_Slovenia,rend,nw,0,1,0,0.715181058,1,0,1,1,0,4,0.29567634,1.588015857,14.72816832,45.39849895
W706_W707_winter_2016_2017,W706_W707,Boulogne Lake,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.666272189,1,0,1,1,1,4,0.000440138,2.26087537,-116.5715967,61.40205075
W706_W707_den_2017,W706_W707,Boulogne Lake,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,den,nw,1,0,0,0.125693161,1,0,1,1,1,4,0.001723493,2.504072503,-116.534432,61.26753234
W404_W405_winter_2011_2012,W404_W405,Tundra2,GW,wolf,1,0,0,0,NWT_NE,winter,winter,0,0,1,0.726520776,1,0,0,0,1,4,5.98E-06,1.915362798,-114.4639274,63.66061466
W407_W408_winter_2011_2012,W407_W408,Tundra3,GW,wolf,1,0,0,0,NWT_NE,winter,winter,0,0,1,0.728253609,1,0,0,0,1,4,8.88E-07,1.998698567,-112.433141,64.23160654
W402_W403_winter_2011_2012,W402_W403,Tundra1,GW,wolf,1,0,0,0,NWT_NE,winter,winter,0,0,1,0.68932241,1,0,0,0,1,4,4.68E-06,2.059080903,-112.0657386,64.59754006
W32265_W32268_winter_2011_2012,W32265_W32268,Horizon,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.570738137,1,0,1,1,1,4,0.295174193,2.122685161,-111.7337097,57.33185454
W32269_W32259_winter_2011_2012,W32269_W32259,McKay,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.633587786,1,0,1,1,1,4,0.064603282,2.325762409,-112.1095507,56.88217084
W32269_W32259_den_2012,W32269_W32259,McKay,GW,wolf,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.177253327,1,0,1,1,1,4,0.047174291,2.186114244,-112.0955919,56.9224589
BW1404_BW1501_rend_2015,BW1404_BW1501,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.880252101,1,0,1,1,1,4,0.000382783,1.793152562,-149.4555844,63.38631341
