dyad_season_year,dyad_ID,PackID,Species1,Species2,GW,EW,RW,Mixed,SA,season1,season2,den,rend,winter,Cohesion,BreedPair,FF,MM,FM,Same,Exploit,LargePred,Prey,Beaver,Human,PCV,Long,Lat
W1383_W1439_rend_2015,W1383_W1439,Hawks Nest,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.48962011,0,0,0,1,0,0,1,1,0,0.03639786,1.998754358,-109.3389428,34.01732577
W1333_W1681_rend_2018,W1333_W1681,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.671641791,0,0,0,1,0,0,1,1,0,0.049717359,2.343188835,-109.2976672,33.94378903
W1333_W1789_rend_2018,W1333_W1789,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.578947368,0,0,0,1,0,0,1,1,0,0.042738973,2.377236039,-109.2908708,33.92443794
W1333_W1677_rend_2018,W1333_W1677,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.46031746,0,0,0,1,0,0,1,1,0,0.050445738,2.405654278,-109.2938527,33.95176617
W1346_W1561_rend_2017,W1346_W1561,Leopold,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.760869565,0,0,0,1,0,0,1,1,0,0.004951588,2.413979596,-108.5812782,33.36582886
W1441_W1792_rend_2018,W1441_W1792,Saffel,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.522727273,0,0,0,1,0,0,1,1,0,0.042818279,2.553378061,-109.3872247,33.9906204
W1333_W1677_den_2018,W1333_W1677,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.450549451,0,0,0,1,0,0,1,1,0,0.0384622,2.568330179,-109.3235559,33.93323258
W1333_W1681_den_2018,W1333_W1681,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.540229885,0,0,0,1,0,0,1,1,0,0.037939418,2.568645837,-109.3205168,33.93236719
W1346_W1561_den_2017,W1346_W1561,Leopold,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.772727273,0,0,0,1,0,0,1,1,0,0.003928997,2.609961161,-108.6213355,33.36003888
W1158_W1684_den_2018,W1158_W1684,Luna,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.615384615,0,0,0,1,0,0,1,1,0,0.032885738,2.710929398,-108.4287271,33.7332685
W1278_W1556_den_2018,W1278_W1556,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.306666667,0,0,0,1,0,0,1,1,0,0.039105243,2.739369551,-108.6236628,33.45000194
W1251_W1669_den_2018,W1251_W1669,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.360245337,0,0,0,1,0,0,1,1,0,0.037865684,2.755476607,-108.6680838,33.55662738
W1251_W1678_den_2018,W1251_W1678,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.34900929,0,0,0,1,0,0,1,1,0,0.03649348,2.779952092,-108.639135,33.59216463
W1278_W1821_rend_2018,W1278_W1821,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.619047619,0,0,0,1,0,0,1,1,0,0.041957378,2.786314747,-108.6403013,33.43546996
W1278_W1556_rend_2018,W1278_W1556,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.463855422,0,0,0,1,0,0,1,1,0,0.040156855,2.827063425,-108.5941722,33.45767579
W1296_W1664_rend_2018,W1296_W1664,Mangas,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.553299492,0,0,0,1,0,0,1,1,0,0.033697341,2.827218635,-108.8043489,33.95792042
W1278_W1555_rend_2018,W1278_W1555,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.53125,0,0,0,1,0,0,1,1,0,0.041625463,2.827316797,-108.6185622,33.45329869
W1158_W1684_rend_2018,W1158_W1684,Luna,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.587837838,0,0,0,1,0,0,1,1,0,0.038664511,2.902788229,-108.4304499,33.67147333
W1251_W1669_rend_2018,W1251_W1669,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.531729952,0,0,0,1,0,0,1,1,0,0.037640925,2.937797838,-108.6474831,33.56723534
W1296_W1664_den_2018,W1296_W1664,Mangas,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.351351351,0,0,0,1,0,0,1,1,0,0.028647612,2.958260653,-108.8451493,34.04544739
JSW1701_JSW1308_den_2017,JSW1701_JSW1308,Sorenson,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.141304348,0,0,0,1,0,1,1,0,1,1.67E-05,1.733505038,-142.8945185,64.86860381
JSW1704_JSW1308_rend_2017,JSW1704_JSW1308,Sorenson,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.273291925,0,0,0,1,0,1,1,0,1,4.04E-05,1.865678804,-142.7086862,64.87636734
JSW1701_JSW1308_rend_2017,JSW1701_JSW1308,Sorenson,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.2625,0,0,0,1,0,1,1,0,1,3.23E-05,1.872230659,-142.7505925,64.86330098
W448f_W449m_rend_2017,W448f_W449m,Eureka,GW,wolf,1,0,0,0,Ellesmere,rend,nw,0,1,0,0.770546672,0,0,0,1,0,0,1,1,0,0.000405891,2.695817763,-85.3127905,79.83186894
JSW222_JSW237_rend_2008,JSW222_JSW237,Step Mountain,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.144927536,0,1,0,0,1,1,1,1,1,1.95E-05,2.001931186,-141.8343718,65.02046942
JSW222_JSW237_winter_2008_2009,JSW222_JSW237,Step Mountain,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.133333333,0,1,0,0,1,1,1,1,1,2.89E-06,1.951929499,-141.8593981,65.1073968
JSW251_JSW257_rend_2011,JSW251_JSW257,Nation River,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.356164384,0,1,0,0,1,1,1,1,1,1.62E-05,1.927183097,-141.557844,65.26694058
JSW251_JSW257_winter_2010_2011,JSW251_JSW257,Nation River,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.842465753,0,1,0,0,1,1,1,1,1,1.89E-05,2.200654004,-141.519085,65.34626353
JSW251_JSW257_winter_2011_2012,JSW251_JSW257,Nation River,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.807692308,0,1,0,0,1,1,1,1,1,1.41E-05,1.95229683,-141.8843851,65.40042981
JSW264_JSW265_rend_2012,JSW264_JSW265,Snowy Peak,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.308641975,0,1,0,0,1,1,1,1,1,7.37E-06,1.94376857,-142.3286153,65.50311882
JSW264_JSW265_winter_2011_2012,JSW264_JSW265,Snowy Peak,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.875,0,1,0,0,1,1,1,1,1,1.15E-05,1.958071369,-142.5953458,65.58562113
JSW264_JSW265_winter_2012_2013,JSW264_JSW265,Snowy Peak,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.84180791,0,1,0,0,1,1,1,1,1,8.67E-06,2.013399614,-142.3704431,65.48145956
JSW264_JSW266_rend_2012,JSW264_JSW266,Snowy Peak,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.569230769,0,1,0,0,1,1,1,1,1,7.49E-06,1.952496937,-142.4549544,65.51155336
JSW264_JSW266_winter_2011_2012,JSW264_JSW266,Snowy Peak,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.75,0,1,0,0,1,1,1,1,1,1.49E-05,1.959163591,-142.6034109,65.58635173
JSW264_JSW266_winter_2012_2013,JSW264_JSW266,Snowy Peak,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.882882883,0,1,0,0,1,1,1,1,1,9.36E-06,2.009735392,-142.356693,65.48784284
JSW265_JSW266_rend_2012,JSW265_JSW266,Snowy Peak,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.4,0,1,0,0,1,1,1,1,1,7.50E-06,1.960072107,-142.3115286,65.48053537
JSW265_JSW266_winter_2012_2013,JSW265_JSW266,Snowy Peak,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.833333333,0,1,0,0,1,1,1,1,1,9.20E-06,2.015214418,-142.3750957,65.48836094
W409_W412_winter_2011_2012,W409_W412,Tundra4,GW,wolf,1,0,0,0,NWT_NE,winter,winter,0,0,1,0.535083084,0,1,0,0,1,0,0,0,1,0.003070226,2.079574588,-112.2278448,64.74245273
W11535_W4364C_winter_2012_2013,W11535_W4364C,VezII,GW,wolf,1,0,0,0,N_Portugal,winter,winter,0,0,1,0.134826411,0,1,0,0,1,1,0,1,0,0.149152616,2.117202714,-8.31907271,41.95119063
BW1202_BW1801_winter_2017_2018,BW1202_BW1801,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.946236559,0,1,0,0,1,0,1,1,1,0.007221296,1.431749624,-149.5262438,63.73099106
BW1404_BW1602_winter_2015_2016,BW1404_BW1602,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.83902439,0,1,0,0,1,0,1,1,1,0.002467212,1.829661761,-149.6361798,63.56702879
BW1406_BW1601_winter_2015_2016,BW1406_BW1601,Riley Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.79245283,0,0,1,0,1,0,1,1,1,0.006149144,1.920737146,-149.3116155,63.70145518
BW1404_BW1602_winter_2016_2017,BW1404_BW1602,Grant Creek,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.869742198,0,1,0,0,1,0,1,1,1,0.00439904,1.941396242,-149.1869867,63.48098618
BW1503_BW1603_winter_2015_2016,BW1503_BW1603,Myrtle,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.721518987,0,0,1,0,1,0,1,1,1,0.000555945,1.943644899,-150.7335983,63.56748798
BW1302_BW1605_winter_2016_2017,BW1302_BW1605,John Hansen,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.853333333,0,0,1,0,1,0,1,1,1,0.000270728,2.057476886,-152.2112532,63.72004208
BW1302_BW1605_winter_2015_2016,BW1302_BW1605,John Hansen,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.8125,0,0,1,0,1,0,1,1,1,0.000101619,2.179103385,-152.1467522,63.74064275
Mich02_Mich06_winter_2017_2018,Mich02_Mich06,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.275362319,0,0,1,0,1,0,0,0,1,0.002638806,1.827436421,-85.75556686,47.74098011
Mich03_Mich07_winter_2017_2018,Mich03_Mich07,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.446969697,0,1,0,0,1,0,0,0,1,0.008459269,1.920691331,-85.79205819,47.73808959
Mich02_Mich12_winter_2017_2018,Mich02_Mich12,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.454545455,0,0,1,0,1,0,0,0,1,0.008671728,1.922020927,-85.77661785,47.73550102
Mich03_Mich08_winter_2017_2018,Mich03_Mich08,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.848484848,0,1,0,0,1,0,0,0,1,0.009842065,1.922278953,-85.78424711,47.73541829
Mich02_Mich11_winter_2017_2018,Mich02_Mich11,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.441860465,0,0,1,0,1,0,0,0,1,0.008718316,1.92419394,-85.78717916,47.73494944
Mich05_Mich07_winter_2017_2018,Mich05_Mich07,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.322580645,0,1,0,0,1,0,0,0,1,0.008635891,1.936118501,-85.80856101,47.73545732
Mich05_Mich08_winter_2017_2018,Mich05_Mich08,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.156346133,0,1,0,0,1,0,0,0,1,0.007724265,1.937389944,-85.78340402,47.74002833
Mich02_Mich04_winter_2015_2016,Mich02_Mich04,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.545125378,0,0,1,0,1,0,0,0,1,0.008032032,1.958576983,-85.77837439,47.73337898
Mich01_Mich02_winter_2015_2016,Mich01_Mich02,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.82629502,0,0,1,0,1,0,0,0,1,0.006521276,1.96626498,-85.78536017,47.73997503
Mich01_Mich02_winter_2014_2015,Mich01_Mich02,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.79964539,0,0,1,0,1,0,0,0,1,0.006659383,2.024209271,-85.80056073,47.74190261
Mich02_Mich06_winter_2016_2017,Mich02_Mich06,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.317518248,0,0,1,0,1,0,0,0,1,0.004355189,2.044789547,-85.7915905,47.74245757
Mich01_Mich02_winter_2016_2017,Mich01_Mich02,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.851817729,0,0,1,0,1,0,0,0,1,0.007179372,2.113968893,-85.78879104,47.74048916
Mich03_Mich07_winter_2018_2019,Mich03_Mich07,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.203703704,0,1,0,0,1,0,0,1,1,0.010375561,2.690503188,-85.76218052,47.73077136
M1410_M1408_winter_2013_2014,M1410_M1408,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.710526316,0,0,1,0,1,0,0,1,1,0.097013178,1.506570745,11.25627714,61.38870681
M1409_M1407_winter_2013_2014,M1409_M1407,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.276190476,0,1,0,0,1,0,0,1,1,0.103524804,1.529836051,11.30199475,61.37657963
M1110_M1111_winter_2011_2012,M1110_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.232142857,0,1,0,0,1,0,0,1,1,0.129635279,1.670953227,12.47133105,60.51627797
M0110_M0302_winter_2002_2003,M0110_M0302,Grafjell,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.315144766,0,1,0,0,1,0,0,1,1,0.104094185,1.907032528,11.40047992,61.35595512
M1110_M1111_winter_2010_2011,M1110_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.25,0,1,0,0,1,0,0,1,1,0.121020821,1.946931963,12.46676886,60.5145814
rw11357F_rw11660F_winter_2008_2009,rw11357F_rw11660F,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.102702703,0,1,0,0,1,1,1,0,1,0.230273304,2.268814194,-75.85263936,35.84360104
rw11421M_rw11661M_winter_2008_2009,rw11421M_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.137168503,0,0,1,0,1,1,1,0,1,0.257251706,2.269597197,-75.86241393,35.84772852
rw11326M_rw11373M_winter_2007_2008,rw11326M_rw11373M,Bluestone,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.532921593,0,0,1,0,1,1,1,0,1,0.458912505,2.585156998,-76.54878601,35.80685527
W704_W705_winter_2016_2017,W704_W705,Buffalo Lake,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.688311688,0,1,0,0,1,1,1,0,1,5.28E-05,2.07213639,-115.4356302,60.4398879
W702_W703_winter_2016_2017,W702_W703,Falaise Lake,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.67544784,0,1,0,0,1,0,1,1,1,3.96E-05,2.267204592,-116.1965026,61.56208947
BPW1701_BPW1703_winter_2017_2018,BPW1701_BPW1703,Oxtongue,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.457508034,0,0,1,0,1,0,1,1,1,0.067871403,1.70796954,-78.88605475,45.4195876
BW1640_BW1642_winter_2016_2017,BW1640_BW1642,Loontail,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.233962264,0,1,0,0,1,0,1,1,1,0.006945319,1.846217621,-78.86933484,45.81158309
BPW1701_BPW1703_winter_2016_2017,BPW1701_BPW1703,Oxtongue,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.511111111,0,0,1,0,1,0,1,1,1,0.028965859,1.898705563,-78.85010534,45.46548977
BW1633_BW1634_winter_2016_2017,BW1633_BW1634,Shirley,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.381733021,0,0,1,0,1,0,1,0,1,0.008978013,2.106163549,-78.09172687,45.69650526
wAF270_wJF495_winter_2012_2013,wAF270_wJF495,Honker,GW,wolf,1,0,0,0,Alaska_PrinceOfWalesIsland,winter,winter,0,0,1,0.234567901,0,1,0,0,1,1,1,0,1,0.00231989,1.205610215,-132.9444748,55.83012783
W848_W943_winter_2017_2018,W848_W943,Price Creek,GW,wolf,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.169811321,0,1,0,0,1,1,1,0,1,0.065307143,1.893958405,-90.63634875,45.74112469
BCW1_BCW2_winter_2009_2010,BCW1_BCW2,Beaver_Creek,GW,wolf,1,0,0,0,Alaska_YukonFlatsNWR,winter,winter,0,0,1,0.932300054,0,1,0,0,1,0,1,1,1,0.000112677,2.373295837,-146.7747876,66.27150488
csw1_csw2_winter_2009_2010,csw1_csw2,Crazy_Slough,GW,wolf,1,0,0,0,Alaska_YukonFlatsNWR,winter,winter,0,0,1,0.820750041,0,0,1,0,1,0,1,1,1,4.48E-05,2.56749523,-146.5083166,66.71299112
W210_W259_winter_2009_2010,W210_W259,Sunday,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.569318801,0,1,0,0,1,0,1,1,1,0.007953736,1.892458706,-78.46217363,45.66620638
W923_W1444_winter_2015_2016,W923_W1444,Dark Canyon,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.736604543,0,1,0,0,1,0,1,1,0,0.038544306,2.21602141,-108.6876043,33.46541689
W1251_W1565_winter_2016_2017,W1251_W1565,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.9375,0,1,0,0,1,0,1,1,0,0.034791094,2.451980125,-108.6720404,33.5837681
W1251_W1565_winter_2017_2018,W1251_W1565,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.965909091,0,1,0,0,1,0,1,1,0,0.036307031,2.503473231,-108.6293337,33.58537471
W1441_W1680_winter_2017_2018,W1441_W1680,Saffel,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.710674837,0,0,1,0,1,0,1,1,0,0.043542524,2.634700027,-109.3716258,34.0201942
W1399_W1578_winter_2018_2019,W1399_W1578,San Mateo,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.598540146,0,1,0,0,1,0,1,1,0,0.038168051,2.826767962,-108.4522722,34.07793808
W1399_W1578_winter_2017_2018,W1399_W1578,San Mateo,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.775510204,0,1,0,0,1,0,1,1,0,0.037215662,2.870140309,-108.4169939,34.06751133
M0906_M0909_winter_2008_2009,M0906_M0909,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.283333333,0,1,0,0,1,0,1,1,1,0.095932689,1.538974198,13.085726,61.46117292
M0906_M0907_winter_2008_2009,M0906_M0907,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.627272727,0,1,0,0,1,0,1,1,1,0.080267351,1.561951394,13.10368091,61.41815405
M0906_M0908_winter_2008_2009,M0906_M0908,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.261208577,0,1,0,0,1,0,1,1,1,0.086368137,1.58368371,13.0698785,61.43407848
M0903_M0901_winter_2008_2009,M0903_M0901,Galven,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.245559236,0,0,1,0,1,0,1,1,1,0.133768704,1.699897974,15.9519368,61.50986016
w935m_w936m_winter_2013_2014,w935m_w936m,Blackrock,GW,wolf,1,0,0,0,Wyoming,winter,winter,0,0,1,0.891562023,0,0,1,0,1,0,1,1,1,0.026849257,1.555316204,-110.3499462,43.63539351
BCW26819_BCW32120_winter_2018_2019,BCW26819_BCW32120,Tagai Lake,GW,wolf,1,0,0,0,BritishColumbia_W_PrinceGeorge,winter,winter,0,0,1,0.441924078,0,0,1,0,1,0,1,1,1,0.026151707,1.848551874,-123.815528,53.44816394
w65_w77_winter_2003_2004,w65_w77,Ya Ha Tinda,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,winter,winter,0,0,1,0.421792619,0,0,1,0,1,1,1,1,1,0.046150274,2.107876513,-115.6563646,51.77021483
W11535_W4364C_rend_2013,W11535_W4364C,VezII,GW,wolf,1,0,0,0,N_Portugal,rend,nw,0,1,0,0.273547094,0,1,0,0,1,1,0,1,0,0.121955015,2.161306644,-8.31422795,41.96087506
W11535_W4364C_den_2013,W11535_W4364C,VezII,GW,wolf,1,0,0,0,N_Portugal,den,nw,1,0,0,0.137254902,0,1,0,0,1,1,0,1,0,0.114633761,2.196815988,-8.310841,41.96101097
Mich02_Mich06_rend_2017,Mich02_Mich06,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.194003527,0,0,1,0,1,0,0,0,1,0.002773406,1.86771663,-85.78199573,47.74206305
Mich01_Mich02_rend_2015,Mich01_Mich02,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.565985388,0,0,1,0,1,0,0,0,1,0.002101587,1.944899557,-85.78491527,47.74943226
Mich02_Mich04_den_2016,Mich02_Mich04,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.270157884,0,0,1,0,1,0,0,0,1,0.000926738,1.965402205,-85.77097919,47.74032253
Mich01_Mich02_den_2015,Mich01_Mich02,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.496644295,0,0,1,0,1,0,0,0,1,0.002372151,1.973874814,-85.80777156,47.74707121
Mich02_Mich06_den_2017,Mich02_Mich06,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.08362909,0,0,1,0,1,0,0,0,1,0.003598314,2.005371072,-85.77506449,47.73954967
Mich01_Mich02_den_2016,Mich01_Mich02,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.569023569,0,0,1,0,1,0,0,0,1,0.000353132,2.012129889,-85.78625216,47.74654977
Mich01_Mich02_rend_2016,Mich01_Mich02,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.624969136,0,0,1,0,1,0,0,0,1,0.003574117,2.124336975,-85.80409791,47.74429214
Mich02_Mich04_rend_2016,Mich02_Mich04,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.402569593,0,0,1,0,1,0,0,0,1,0.003629305,2.181248468,-85.79626626,47.73870543
Mich03_Mich07_rend_2018,Mich03_Mich07,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.070707071,0,1,0,0,1,0,0,0,1,0.005285863,2.532143728,-85.75367806,47.74025444
M1409_M1407_rend_2014,M1409_M1407,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.353233831,0,1,0,0,1,0,0,1,1,0.090781545,1.500500127,11.29186601,61.38695504
M1409_M1407_den_2014,M1409_M1407,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.083333333,0,1,0,0,1,0,0,1,1,0.087376731,1.601835071,11.29931571,61.35872351
M1110_M1111_rend_2011,M1110_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.40991288,0,1,0,0,1,0,0,1,1,0.117904037,1.631394604,12.46923485,60.53747381
M1110_M1111_den_2011,M1110_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.287596429,0,1,0,0,1,0,0,1,1,0.109086924,1.775341203,12.51590641,60.53149249
M1109_M1108_den_2011,M1109_M1108,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.255737705,0,0,1,0,1,0,0,1,1,0.112595458,1.820438068,12.48501175,60.52615719
rw11421M_rw11661M_den_2009,rw11421M_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.128205128,0,0,1,0,1,1,1,0,1,0.276767496,2.188434091,-75.86237353,35.84682438
rw11421M_rw11544M_den_2009,rw11421M_rw11544M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.393939394,0,0,1,0,1,1,1,0,1,0.258710153,2.208688673,-75.89202479,35.8547343
rw11421M_rw11661M_rend_2009,rw11421M_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.162453184,0,0,1,0,1,1,1,0,1,0.256618213,2.296416674,-75.85519281,35.8464553
rw11421M_rw11544M_rend_2009,rw11421M_rw11544M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.252767359,0,0,1,0,1,1,1,0,1,0.271347522,2.311058417,-75.86986527,35.85070569
rw11326M_rw11373M_rend_2007,rw11326M_rw11373M,Bluestone,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.426327434,0,0,1,0,1,1,1,0,1,0.487372721,2.726795106,-76.54819205,35.81250631
W702_W703_den_2017,W702_W703,Falaise Lake,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,den,nw,1,0,0,0.275390625,0,1,0,0,1,0,1,1,1,0.000123913,2.360923536,-116.2467664,61.4268975
BPW1701_BPW1703_rend_2017,BPW1701_BPW1703,Oxtongue,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,rend,nw,0,1,0,0.27638191,0,0,1,0,1,0,1,1,1,0.017075358,1.629398761,-78.83632828,45.47916635
BPW1701_BPW1703_den_2018,BPW1701_BPW1703,Oxtongue,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,den,nw,1,0,0,0.486618005,0,0,1,0,1,0,1,1,1,0.015259259,1.670531567,-78.89023434,45.49886875
BPW1701_BPW1703_rend_2018,BPW1701_BPW1703,Oxtongue,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,rend,nw,0,1,0,0.571500567,0,0,1,0,1,0,1,1,1,0.015760402,1.730080507,-78.92542951,45.51806906
