dyad_season_year,dyad_ID,PackID,Species1,Species2,GW,EW,RW,Mixed,SA,season1,season2,den,rend,winter,Cohesion,BreedPair,FF,MM,FM,Same,Exploit,LargePred,Prey,Beaver,Human,PCV,Long,Lat
W1676_W1683_den_2018,W1676_W1683,Bear Wallow,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.818181818,0,0,0,1,0,0,1,1,0,0.04482773,2.658308525,-109.4274616,33.58755553
W1555_W1670_den_2018,W1555_W1670,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.578431373,0,0,0,1,0,0,1,1,0,0.039774683,2.738386206,-108.6180756,33.4365571
W1555_W1670_rend_2018,W1555_W1670,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.537566223,0,0,0,1,0,0,1,1,0,0.040405109,2.809992947,-108.6045204,33.45039213
W18-Max_W19-Rina_rend_2008,W18-Max_W19-Rina,Risnjak,GW,wolf,1,0,0,0,Croatia_Slovenia,rend,nw,0,1,0,0.715181058,0,0,0,1,0,0,1,1,0,0.29567634,1.588015857,14.72816832,45.39849895
w81_w82_rend_2004,w81_w82,Red Deer,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,rend,nw,0,1,0,0.222281735,0,0,0,1,0,1,1,1,1,0.003031769,1.662757827,-116.0290859,51.65452794
w81_w84_rend_2004,w81_w84,Red Deer,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,rend,nw,0,1,0,0.187361419,0,0,0,1,0,1,1,1,1,0.005560363,1.665106346,-116.0331917,51.62563496
w77_w86_rend_2004,w77_w86,Ya Ha Tinda,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,rend,nw,0,1,0,0.385986733,0,0,0,1,0,1,1,1,1,0.046255877,1.752495348,-115.6944224,51.78104712
w80_w86_rend_2004,w80_w86,Ya Ha Tinda,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,rend,nw,0,1,0,0.286555447,0,0,0,1,0,1,1,1,1,0.046165283,1.76214471,-115.694585,51.79344108
w81_w82_den_2004,w81_w82,Red Deer,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,den,nw,1,0,0,0.124484749,0,0,0,1,0,1,1,1,1,0.011644402,1.818672706,-115.8686066,51.68887856
w81_w84_den_2004,w81_w84,Red Deer,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,den,nw,1,0,0,0.207920792,0,0,0,1,0,1,1,1,1,0.016200719,1.826883369,-115.8362622,51.71013832
LBw7_LBw8_rend_2011,LBw7_LBw8,LBL_pack4,GW,wolf,1,0,0,0,Spain_NW_Santiago,rend,nw,0,1,0,0.186784712,0,0,0,1,0,NA,0,1,0,0.426681323,2.007632653,-9.121296278,43.08143315
W440m_W445_den_2015,W440m_W445,Axel Heiberg,GW,wolf,1,0,0,0,Ellesmere,den,nw,1,0,0,0.286604361,0,0,0,1,0,0,1,1,0,0.002370399,1.832009426,-87.9651011,79.82322068
BW1702_BW1705_winter_2017_2018,BW1702_BW1705,Comb,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.842105263,0,0,1,0,1,0,1,1,1,0.00134551,1.779553995,-149.5618701,64.00916
Mich10_Mich11_winter_2017_2018,Mich10_Mich11,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.594594595,0,0,1,0,1,0,0,0,1,0.011431187,1.867132859,-85.77621301,47.72808743
Mich07_Mich08_winter_2017_2018,Mich07_Mich08,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.512195122,0,1,0,0,1,0,0,0,1,0.01058683,1.938906163,-85.79654991,47.73575951
Mich01_Mich04_winter_2015_2016,Mich01_Mich04,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.548468548,0,0,1,0,1,0,0,0,1,0.008709917,1.957577737,-85.77830409,47.73313174
Mich11_Mich12_winter_2017_2018,Mich11_Mich12,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.560509554,0,0,1,0,1,0,0,0,1,0.007789343,1.971901035,-85.7826223,47.73563046
M0301_M0302_winter_2002_2003,M0301_M0302,Grafjell,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.252427184,0,1,0,0,1,0,0,1,1,0.11068062,1.9201149,11.3905212,61.35628788
rw11544M_rw11661M_winter_2009_2010,rw11544M_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.160725149,0,0,1,0,1,1,1,0,1,0.259720404,2.299263125,-75.85470116,35.84445586
rw11544M_rw11661M_winter_2008_2009,rw11544M_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.143624837,0,0,1,0,1,1,1,0,1,0.221044761,2.30694564,-75.85640032,35.84175289
rw11749M_rw11750M_winter_2009_2010,rw11749M_rw11750M,Swindell,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.310948081,0,0,1,0,1,1,1,0,1,0.145195089,2.730068777,-76.35901727,35.46921379
w7248_w7264_winter_2017_2018,w7248_w7264,PikeB,GW,wolf,1,0,0,0,Minnesota_N_central,winter,winter,0,0,1,0.74796748,0,0,1,0,1,0,1,0,1,0.04626501,2.046847518,-91.56946205,47.66463482
ER_W_32_ER_W_34_winter_2016_2017,ER_W_32_ER_W_34,Manigotagan,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,winter,winter,0,0,1,0.535714286,0,0,1,0,1,1,1,1,1,0.002377169,2.142880131,-95.4351311,50.84745974
ER_W_43_ER_W_47_winter_2018_2019,ER_W_43_ER_W_47,Happy,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,winter,winter,0,0,1,0.720512821,0,0,1,0,1,1,1,1,1,0.018350423,2.371892009,-95.73551555,50.48363607
BW1743_BW1745_winter_2017_2018,BW1743_BW1745,Brule,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.148148148,0,0,1,0,1,0,1,1,1,0.074483622,1.724995193,-78.74296452,45.24522285
W986_W988_winter_2017_2018,W986_W988,St. Louis River,GW,wolf,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.435897436,0,0,1,0,1,1,1,0,1,0.37246901,2.291638844,-92.13667059,46.66547543
W1383_W1453_winter_2015_2016,W1383_W1453,Hawks Nest,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.856275304,0,0,1,0,1,0,1,1,0,0.038446601,1.998807963,-109.314415,34.02300057
W1562_W1563_winter_2016_2017,W1562_W1563,Bluestem,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.5,0,1,0,0,1,0,1,1,0,0.04530709,2.044983076,-109.2525024,33.78656637
W1471_W1671_winter_2017_2018,W1471_W1671,Elk Horn,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.850746269,0,0,1,0,1,0,1,1,0,0.037254616,2.216870151,-109.0832194,33.96257902
W1677_W1681_winter_2018_2019,W1677_W1681,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.835051546,0,0,1,0,1,0,1,1,0,0.047277331,2.296693358,-109.3068935,33.88250052
W1677_W1681_winter_2017_2018,W1677_W1681,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.668831169,0,0,1,0,1,0,1,1,0,0.055966643,2.437198141,-109.2589797,33.93140694
W1696_W1697_winter_2018_2019,W1696_W1697,Elk Horn,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.103092784,0,1,0,0,1,0,1,1,0,0.063630849,2.452122924,-109.1141035,33.93109321
W1710_W1821_winter_2018_2019,W1710_W1821,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.442857143,0,0,1,0,1,0,1,1,0,0.031318762,2.530253043,-108.5665201,33.4321879
W1556_W1555_winter_2017_2018,W1556_W1555,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.222222222,0,0,1,0,1,0,1,1,0,0.03343509,2.565803946,-108.3942782,33.44750604
W1669_W1678_winter_2017_2018,W1669_W1678,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.667491597,0,0,1,0,1,0,1,1,0,0.035766482,2.586233439,-108.6345545,33.58871429
W1555_W1821_winter_2018_2019,W1555_W1821,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.79638009,0,0,1,0,1,0,1,1,0,0.034430343,2.592144913,-108.5777731,33.439767
W1555_W1710_winter_2018_2019,W1555_W1710,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.5,0,0,1,0,1,0,1,1,0,0.037783204,2.601174577,-108.6055775,33.44016642
JSW1701_JSW1704_winter_2017_2018,JSW1701_JSW1704,Sorenson,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.759078831,0,1,0,0,1,1,1,0,1,0.000609547,1.680847888,-142.0610784,64.7797524
JSW1703_JSW1702_winter_2016_2017,JSW1703_JSW1702,Essie Creek,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.627329193,0,0,1,0,1,1,1,0,1,9.82E-06,1.693083525,-143.3270641,64.87519229
JSW1701_JSW1704_winter_2016_2017,JSW1701_JSW1704,Sorenson,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.538888889,0,1,0,0,1,1,1,0,1,9.91E-06,1.740510049,-142.5863889,64.97395537
W14-Noah_W15-Grga_winter_2006_2007,W14-Noah_W15-Grga,Suho,GW,wolf,1,0,0,0,Croatia_Slovenia,winter,winter,0,0,1,0.381028939,0,0,1,0,1,0,1,1,0,0.230066676,1.939005493,14.45571527,45.47904141
M0907_M0909_winter_2008_2009,M0907_M0909,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.24137931,0,1,0,0,1,0,1,1,1,0.096488149,1.538634294,13.08461069,61.46133397
M0908_M0909_winter_2008_2009,M0908_M0909,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.395833333,0,1,0,0,1,0,1,1,1,0.092458046,1.541943469,13.11108358,61.46415146
M0907_M0908_winter_2008_2009,M0907_M0908,Fulufjellet,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.412280702,0,1,0,0,1,0,1,1,1,0.086205131,1.554716955,13.09876279,61.43117545
w955f_w956f_winter_2013_2014,w955f_w956f,Lava Mountain,GW,wolf,1,0,0,0,Wyoming,winter,winter,0,0,1,0.543140028,0,1,0,0,1,0,1,1,1,0.031876051,1.584206034,-110.1966888,43.55239538
w77_w80_winter_2003_2004,w77_w80,Ya Ha Tinda,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,winter,winter,0,0,1,0.381630013,0,0,1,0,1,1,1,1,1,0.053396743,2.260872728,-115.5571989,51.73515559
LBw1_LBw2_winter_2010_2011,LBw1_LBw2,LBL_pack1,GW,wolf,1,0,0,0,Spain_Santiago,winter,winter,0,0,1,0.252925878,0,1,0,0,1,NA,0,1,0,0.409958103,2.187260412,-8.497404345,42.64361737
Mich01_Mich04_den_2016,Mich01_Mich04,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.255244755,0,0,1,0,1,0,0,0,1,0.000866812,1.9682568,-85.77544656,47.74209314
Mich11_Mich12_den_2018,Mich11_Mich12,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.487179487,0,0,1,0,1,0,0,0,1,0.003204437,1.998042643,-85.75244867,47.74200859
Mich01_Mich04_rend_2016,Mich01_Mich04,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.368283301,0,0,1,0,1,0,0,0,1,0.003281222,2.179814922,-85.79540706,47.73832644
rw11544M_rw11661M_den_2009,rw11544M_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.17788905,0,0,1,0,1,1,1,0,1,0.257292507,2.183610984,-75.87008281,35.83594681
rw11544M_rw11661M_rend_2009,rw11544M_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.153695329,0,0,1,0,1,1,1,0,1,0.257857289,2.327307832,-75.85743475,35.846081
w7248_w7264_rend_2017,w7248_w7264,PikeB,GW,wolf,1,0,0,0,Minnesota_N_central,rend,nw,0,1,0,0.327868852,0,0,1,0,1,0,1,0,1,0.04175981,1.973483642,-91.54124514,47.66231299
ER_W_32_ER_W_34_den_2017,ER_W_32_ER_W_34,Manigotagan,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,den,nw,1,0,0,0.168831169,0,0,1,0,1,1,1,1,1,0.002599017,2.176510925,-95.43751622,50.84857463
ER_W_32_ER_W_34_rend_2017,ER_W_32_ER_W_34,Manigotagan,GW,wolf,1,0,0,0,Manitoba_E_Winnipeg,rend,nw,0,1,0,0.394366197,0,0,1,0,1,1,1,1,1,0.001633039,2.211123802,-95.49435858,50.8327485
wJM435_wYM330_rend_2014,wJM435_wYM330,Honker,GW,wolf,1,0,0,0,Alaska_PrinceOfWalesIsland,rend,nw,0,1,0,0.430738551,0,0,1,0,1,1,1,0,1,0.001548238,1.434068201,-132.8304154,55.80529272
wJM435_wYM330_den_2014,wJM435_wYM330,Honker,GW,wolf,1,0,0,0,Alaska_PrinceOfWalesIsland,den,nw,1,0,0,0.493597836,0,0,1,0,1,1,1,0,1,0.001656444,1.559454668,-132.7359571,55.75814811
V055_V051_rend_2017,V055_V051,Sheep Ranch,GW,wolf,1,0,0,0,Minnesota_Voyageurs,rend,nw,0,1,0,0.061728395,0,0,1,0,1,0,1,0,1,0.013947353,2.034264685,-92.82062544,48.31594895
V061_V064_den_2018,V061_V064,Sheep Ranch,GW,wolf,1,0,0,0,Minnesota_Voyageurs,den,nw,1,0,0,0.071912947,0,0,1,0,1,0,1,0,1,0.015227198,2.077676936,-92.83195065,48.3256963
BW1702_BW1705_rend_2017,BW1702_BW1705,Comb,GW,wolf,1,0,0,0,Alaska_Denali,rend,nw,0,1,0,0.616666667,0,0,1,0,1,0,1,1,1,0.000716785,1.759155275,-149.5990788,63.94585245
BW1702_BW1705_den_2017,BW1702_BW1705,Comb,GW,wolf,1,0,0,0,Alaska_Denali,den,nw,1,0,0,0.6,0,0,1,0,1,0,1,1,1,0.000345864,2.153711222,-149.6393389,63.95216296
W1488_W1489_den_2016,W1488_W1489,Bluestem,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.586236826,0,1,0,0,1,0,1,1,0,0.043472762,1.878862745,-109.3068888,33.8035079
W1677_W1681_rend_2018,W1677_W1681,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.707317073,0,0,1,0,1,0,1,1,0,0.045267377,2.368082453,-109.3003176,33.93643327
W1677_W1681_den_2018,W1677_W1681,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.539325843,0,0,1,0,1,0,1,1,0,0.039027313,2.568625455,-109.3210614,33.93049449
W1555_W1821_rend_2018,W1555_W1821,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.648351648,0,0,1,0,1,0,1,1,0,0.043733258,2.758281439,-108.6399335,33.4279246
W1669_W1678_den_2018,W1669_W1678,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.303571429,0,0,1,0,1,0,1,1,0,0.037061186,2.779952092,-108.6395372,33.5727819
W1556_W1555_rend_2018,W1556_W1555,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.620689655,0,0,1,0,1,0,1,1,0,0.038865135,2.815981442,-108.5989153,33.46413506
LBw9_LBw10_rend_2017,LBw9_LBw10,LBL_pack5,GW,wolf,1,0,0,0,Spain_W_Oviedo,rend,nw,0,1,0,0.112966601,0,0,1,0,1,NA,1,1,0,0.272349175,1.960009877,-6.610632084,43.33833683
JSW1701_JSW1704_den_2017,JSW1701_JSW1704,Sorenson,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.14893617,0,1,0,0,1,1,1,0,1,1.99E-05,1.781677712,-142.6278262,64.96140436
JSW1703_JSW1702_den_2017,JSW1703_JSW1702,Essie Creek,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,den,nw,1,0,0,0.161641475,0,0,1,0,1,1,1,0,1,1.86E-05,1.782577699,-143.6237283,64.63253505
JSW1701_JSW1704_rend_2017,JSW1701_JSW1704,Sorenson,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.298850575,0,1,0,0,1,1,1,0,1,2.42E-05,1.789271119,-142.7593342,64.87031882
JSW1703_JSW1702_rend_2017,JSW1703_JSW1702,Essie Creek,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,rend,nw,0,1,0,0.199261993,0,0,1,0,1,1,1,0,1,1.64E-05,1.962147282,-143.5208251,64.62909957
w955f_w956f_den_2014,w955f_w956f,Lava Mountain,GW,wolf,1,0,0,0,Wyoming,den,nw,1,0,0,0.193876686,0,1,0,0,1,0,1,1,1,0.033462327,1.587939411,-110.1410081,43.56948754
w82_w84_rend_2004,w82_w84,Red Deer,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,rend,nw,0,1,0,0.166575642,0,1,0,0,1,1,1,1,1,0.002826083,1.664356422,-116.0259727,51.61834961
w77_w80_rend_2004,w77_w80,Ya Ha Tinda,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,rend,nw,0,1,0,0.261244019,0,0,1,0,1,1,1,1,1,0.045717854,1.767974119,-115.6941161,51.79827991
w82_w84_den_2004,w82_w84,Red Deer,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,den,nw,1,0,0,0.171680117,0,1,0,0,1,1,1,1,1,0.012886235,1.826106037,-115.8775601,51.69737106
w77_w80_den_2004,w77_w80,Ya Ha Tinda,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,den,nw,1,0,0,0.13800738,0,0,1,0,1,1,1,1,1,0.053824332,1.843237772,-115.5774473,51.76195966
LBw1_LBw2_rend_2011,LBw1_LBw2,LBL_pack1,GW,wolf,1,0,0,0,Spain_Santiago,rend,nw,0,1,0,0.189265537,0,1,0,0,1,NA,0,1,0,0.433811451,2.209890493,-8.538743936,42.6693783
LBw1_LBw2_den_2011,LBw1_LBw2,LBL_pack1,GW,wolf,1,0,0,0,Spain_Santiago,den,nw,1,0,0,0.314018145,0,1,0,0,1,NA,0,1,0,0.411577518,2.280651292,-8.534679657,42.67059835
